continent,city,meta_185,yaie69,PORT_HARBOR,monument,area,address_line,wordemb,AIRPORT,fact_landmark_poi,airport,addressLine,isocc,timeZone,dim_region_state_province,meta_lrmt,landmark_poi_14,abstract,privileged,dim_legal_entity_identifier,API_SPECIFICATION,username_6,user_frequency,date,description_info,ceiling,landmark_poi_val,iso_3166,val_374,ADDRESS_LINE,dim_iso_country_code,TIME_ZONE,attr_addre,col_155,country_6,landmark_poi,landmarkPoi,KEYWORDS,eeaojj2,bcqj56,x_weigh,LANDMARK_POI,metro,partition_key_raw,timeToLive,port,dim_ee,var_541,landmark,xdcuk92,terminal,continent_2,attr_zquc,etlBatchId,suite,x_sjbk,country_info,suqs36,v_nt,var_aa,LATITUDE,val_count,location_text_6,col_latit,x_sq,modifiedby,yac46,dim_por,port_harbor_raw,src_address_line,location_text_val,building,trade_secret_field,continent_3,isin,region_state_province_6,operating_system,port_harbor,fact_month,c_698,GENDER,city_town,tz,weight_mass_field,GEOGRAPHIC_COORDINATES,c_lbts,stockTicker,nationality_raw,location_text,neighborhood,ljpe20,d_941,locationText,power,src_longitude,tbaa41,country,cityTown,haedjt13,psyrv83,longitude_14,latitude,sku,address_line_v2,longitude_raw,rank_rating_6,landmark_poi_22,SOURCE_SYSTEM,last_4,portHarbor,continent_4,downstream,landmark_poi_v2,raw_geographic_coordinates,latitude_2,var_481,district_borough_raw,release_note,soft_delete_flag_v2,attr_229,permlevel,src_continent,deleted_at,c_242,continent_14,PORT_HARBOR_2,diagnosis,continent_val,address_line_2,attr_coo,iso_country_cd,p_educa,city_2,loctxt,tz_2,venue,municipality,district_borough,x_cooki,fact_city_town,admin,iso_country_code_info,fact_time_zone,insert_time,nlygq86,longitude,iso_country_code,continent_5,city_town_14,val_por
North America,Toronto,"-0.10143, -171.590063",Mixed,Hamburg,Big Ben,"Paris, Norway",4567 Cedar Ln,"[-1.3524, -0.1192, 0.3327, 0.1044, -0.9393, 0.4428, -1.2694, -2.1158]",ORD,Statue of Liberty,SFO,6218 Pine Rd,CA,UTC,MA,"Los Angeles, Israel",Big Ben,This paper presents a novel approach for data classification.,HOLD-2026-914,XALSTJZ8IVEMCOD2ALME,OpenAPI 3.0,masonwhite268,8146.85,2019-06-19,The product manages customer interactions.,crit=5609,Eiffel Tower,IN,SFO,7064 Cedar Ln,CA,CET,560 Oak Ave,2025-08-06T08:43:55Z,Norway,Eiffel Tower,Big Ben,"performance, analytics, automation",27.317771,27934.2,939.74,Central Park,Tokyo,tenant=2024-01,108 days,Singapore,-68.701088,"-75.406506, -113.825183",Statue of Liberty,1.14.93,Busan,Asia,Austin,batch-20220503-07,6122 Park Blvd,Africa,Israel,Hardware,Phoenix,"-11.669487, 102.377899",24.631266,Switzerland,"Berlin, Norway",35.842798,Shanghai,lucas.jones,Houston,Shanghai,Busan,6747 Elm St,"Miami, France",Big Ben,[CONFIDENTIAL] Formula #820,Antarctica,UIUSE5C00,OH,Linux,Singapore,May,CA,Male,Toronto,EST,223.66,"-1.839966, -15.954671",2018-08-03T07:40:52Z,RPDC,France,"Sydney, United States",East Side,9992 Park Blvd,Statue of Liberty,"Atlanta, Mexico",18552.3,-160.675393,North Shore,Mexico,Dallas,Downtown,"-40.175881, -66.413307",149.827513,"31.956831, -31.339694",OSZ-9305,304 Pine Rd,78.313908,26,Golden Gate Bridge,SAP,8076,Port of LA,Africa,curated.events -> reports,Statue of Liberty,"-75.65546, 172.333479",-4.487519,"Boston, India",East Side,v2.10.44: Removed API.,false,Statue of Liberty,Owner,Europe,,Atlanta,Oceania,Hamburg,Arthritis,Africa,5222 Maple Dr,"-59.391604, 93.581281",IN,Bachelor's,San Francisco,"Paris, India",PST,"Phoenix, South Korea",Chicago,East Side,_ga=3631222567.5100713,Austin,Admin,GB,Europe/London,2026-03-12 02:08:36,105.4,-104.443829,IN,Asia,Boston,Rotterdam
Africa,Boston,"-60.897665, 81.685131",Black,Rotterdam,Eiffel Tower,"Miami, Italy",7126 Maple Dr,"[2.2172, 0.8381, -0.6533, 0.8928, 0.8501, -0.5832, -1.3338, 1.339]",ORD,Eiffel Tower,ORD,3420 Elm St,BR,JST,NC,"Miami, Singapore",Eiffel Tower,This paper presents an analysis for entity resolution.,HOLD-2023-624,C3GCPB5WY1QMEXS77JLW,REST/JSON,emma_clark664,4787.07,2023-05-30,The product tracks operational metrics.,min=2127,Golden Gate Bridge,MX,NRT,4320 Pine Rd,CA,PST,7019 Park Blvd,2025-09-10 08:05:25,Brazil,Big Ben,Statue of Liberty,"automation, scalability, cloud",-109.339854,403.1,640.17,Central Park,Paris,dt=us-east,338 days,Shanghai,-6.040466,"-62.825421, -88.631363",Big Ben,3.10.22,Singapore,Antarctica,London,batch-20221207-59,5026 Cedar Ln,Africa,Brazil,Software,Boston,"-65.880065, -18.070118",-22.50201,Switzerland,"San Francisco, South Korea",-46.313833,Singapore,elizabeth.harris,Phoenix,Rotterdam,Shanghai,6990 Pine Rd,"Los Angeles, South Korea",Central Park,[CONFIDENTIAL] Formula #787,North America,5VAPF8T1P,CA,macOS,Hamburg,October,WA,Female,Chicago,CET,145.06,"44.730231, -146.579245",2019-02-05 07:56:28,TVFI,Brazil,"San Francisco, Switzerland",Downtown,1780 Oak Ave,Big Ben,"Sydney, France",40353.4,-1.435824,Midtown,Brazil,Chicago,Downtown,"-28.324495, -154.264558",115.676841,"-24.273024, -149.616136",ZCD-1591,9919 Park Blvd,131.758899,3,Golden Gate Bridge,Kafka,9059,Busan,Asia,staging.orders -> reports,Big Ben,"-58.232191, -123.592711",85.212429,"Paris, United Kingdom",East Side,v3.17.27: Improved API.,false,Big Ben,Viewer,Oceania,,San Francisco,North America,Singapore,Asthma,North America,1294 Pine Rd,"83.299898, -6.988347",GB,Bachelor's,London,"Denver, Mexico",PST,"Miami, Australia",Paris,Downtown,_ga=6457543541.7227769,Sydney,Editor,GB,JST,2022-05-22T14:25:28Z,1679.5,120.375746,MX,Europe,Austin,Port of LA
North America,Los Angeles,"22.958301, 163.314223",Black,Busan,Statue of Liberty,"Seattle, Italy",8494 Maple Dr,"[0.3219, 0.3596, -1.053, -0.6326, 0.6679, -0.5064, -0.705, -0.5327]",SIN,Central Park,LHR,6598 Oak Ave,MX,UTC,NY,"Denver, Switzerland",Statue of Liberty,This paper presents a framework for data classification.,HOLD-2023-918,6ZKY7HVBTQE71QGF5DOI,REST/JSON,sarahlewis170,7225.11,2023-08-04,This record monitors transaction histories.,max=2135,Big Ben,CA,JFK,962 Maple Dr,AU,JST,7040 Pine Rd,2019-08-14T10:05:09Z,Canada,Central Park,Eiffel Tower,"cloud, reporting",114.732924,48775.2,540.09,Central Park,Houston,dt=us-east,26 days,Busan,54.286159,"2.76805, 128.925944",Eiffel Tower,0.10.5,Singapore,Antarctica,Toronto,batch-20190310-49,5096 Pine Rd,Africa,Spain,Electronics,Berlin,"83.829775, 99.139076",-61.084026,South Korea,"Toronto, Mexico",57.882329,Rotterdam,aiden.jones,Chicago,Shanghai,Hamburg,2986 Main St,"Los Angeles, Netherlands",Eiffel Tower,[CONFIDENTIAL] Formula #384,North America,J1VH8M07M,WA,macOS,Shanghai,March,CA,Male,San Francisco,Europe/London,621.62,"21.162803, 124.514099",2023-03-04T13:32:59Z,RMW,France,"Toronto, Singapore",West End,9765 Main St,Big Ben,"Boston, Japan",15841.6,-77.580189,North Shore,Mexico,Berlin,East Side,"-16.550797, -38.468785",-94.461693,"26.20609, -152.43838",KAZ-1209,1298 Pine Rd,164.366651,38,Statue of Liberty,PostgreSQL,1143,Port of LA,Europe,staging.orders -> analytics,Eiffel Tower,"-54.877805, 107.186795",4.140303,"Austin, Israel",South Bay,v1.20.82: Improved logging.,false,Golden Gate Bridge,Editor,Asia,,Miami,South America,Busan,Migraine,Asia,2649 Park Blvd,"26.866973, -89.327295",DE,Master's,Tokyo,"Houston, Brazil",UTC,"Boston, Japan",New York,Midtown,_ga=7993052840.3471766,Houston,Admin,FR,CET,2019-06-11T02:49:58Z,1877.3,-115.73914,GB,Africa,Portland,Shanghai
South America,Dallas,"11.064536, 153.412995",White,Shanghai,Golden Gate Bridge,"Atlanta, Mexico",9653 Maple Dr,"[0.0174, 0.863, 0.2833, -0.9835, -0.6865, 1.4553, 2.0436, -0.9658]",NRT,Eiffel Tower,LHR,5010 Pine Rd,AU,UTC,MA,"Miami, United States",Eiffel Tower,This paper presents a framework for data classification.,HOLD-2024-848,2KLRVXWKHKPW92PFPFSX,GraphQL,susanjones723,4385.44,2020-10-08,The customer account represents customer interactions.,crit=5992,Statue of Liberty,IN,CDG,5958 Pine Rd,BR,PST,4290 Oak Ave,2020-07-21 06:17:41,South Korea,Big Ben,Statue of Liberty,"monitoring, reporting, security, compliance",-173.701881,25916.3,146.68,Statue of Liberty,Berlin,dt=2024-01,250 days,Hamburg,-56.207522,"41.571135, -57.639085",Big Ben,1.7.83,Rotterdam,Africa,Atlanta,batch-20260707-87,2747 Main St,Africa,Australia,Hardware,Tokyo,"-50.630544, 128.208055",43.995509,Singapore,"Chicago, Australia",33.649521,Rotterdam,david.thomas,London,Rotterdam,Port of LA,5422 Park Blvd,"Toronto, Singapore",Eiffel Tower,[CONFIDENTIAL] Formula #915,Oceania,MR9TURNET,CO,iOS,Rotterdam,August,CA,Unisex,Dallas,Europe/London,331.81,"73.631008, 133.330737",2022-01-15T10:19:24Z,XTC,United Kingdom,"Atlanta, United States",South Bay,3563 Oak Ave,Central Park,"Miami, Mexico",25475.1,-51.36641,Midtown,South Korea,Houston,West End,"44.445212, 25.295344",25.980627,"-62.017194, 44.590393",TMW-3031,5215 Main St,35.006191,87,Big Ben,Snowflake,3142,Port of LA,Oceania,curated.orders -> analytics,Golden Gate Bridge,"-24.38628, 48.891733",-31.295931,"Berlin, Mexico",Midtown,v1.13.0: Improved caching.,false,Golden Gate Bridge,Admin,Europe,2022-01-13 06:20:02,London,South America,Busan,Type 2 Diabetes,South America,7848 Pine Rd,"-26.627609, 120.632469",IN,Bachelor's,Berlin,"Phoenix, Canada",CET,"Portland, India",Paris,South Bay,_ga=3125518617.7550987,Miami,Editor,MX,Europe/London,2022-11-09 08:13:07,1628.7,170.474113,MX,Oceania,Austin,Port of LA
Africa,Austin,"19.15935, 35.339132",Other,Busan,Central Park,"Phoenix, Canada",32 Oak Ave,"[-0.2451, -1.3307, 0.9923, -0.2799, 2.0517, 2.1294, 1.2328, 0.703]",JFK,Golden Gate Bridge,ORD,4333 Elm St,US,UTC,GA,"Dallas, Canada",Big Ben,This paper presents a novel approach for data classification.,HOLD-2021-541,E75DDSC9817T830TIPFS,OpenAPI 3.0,lucas_white678,5946.58,2022-06-29,The system tracks data processing activities.,warn=8630,Central Park,BR,LHR,2053 Pine Rd,GB,Europe/London,1469 Park Blvd,2024-06-09 13:51:34,Norway,Statue of Liberty,Eiffel Tower,"integration, monitoring, analytics, compliance",131.613076,7325.1,329.34,Big Ben,Los Angeles,region=us-east,302 days,Shanghai,19.278705,"-32.140502, -71.194902",Statue of Liberty,2.6.42,Singapore,Europe,Miami,batch-20190419-12,6101 Oak Ave,Africa,Netherlands,Software,New York,"53.317467, 103.132152",-80.12945,France,"Boston, Mexico",18.789991,Port of LA,richard.williams,Miami,Rotterdam,Hamburg,9077 Park Blvd,"Toronto, Canada",Golden Gate Bridge,[CONFIDENTIAL] Formula #433,Oceania,ZZSN8K36B,CA,Chrome OS,Singapore,April,WA,Male,Denver,UTC,193.03,"-62.984303, 43.449051",2019-09-20 16:05:04,SWBM,Japan,"New York, Canada",Downtown,5609 Elm St,Golden Gate Bridge,"Los Angeles, Switzerland",18488.4,-138.489044,West End,Canada,Berlin,East Side,"-3.932911, 60.937375",13.41592,"-82.959984, 6.614669",SIL-8887,5931 Cedar Ln,-72.341819,97,Central Park,Kafka,8160,Shanghai,Europe,curated.orders -> reports,Eiffel Tower,"10.035364, -1.763016",42.403113,"San Francisco, Mexico",Downtown,v5.2.56: Removed API.,false,Big Ben,Viewer,Europe,,Tokyo,Antarctica,Shanghai,Arthritis,Oceania,2722 Pine Rd,"-19.30456, 69.807237",GB,High School,Atlanta,"Portland, France",JST,"Dallas, Canada",Miami,Downtown,_ga=9911503819.3588200,Atlanta,Admin,CA,PST,2026-06-05 00:25:54,1375.6,-6.476054,MX,Africa,Atlanta,Hamburg
North America,Boston,"-45.826891, 88.913621",Asian,Rotterdam,Central Park,"Houston, Spain",530 Oak Ave,"[-1.4304, 0.8714, -0.7954, 0.7262, 1.4521, 0.4165, 0.7827, -0.8727]",CDG,Eiffel Tower,JFK,5670 Elm St,DE,Europe/London,CO,"Atlanta, Canada",Statue of Liberty,This paper presents a novel approach for entity resolution.,HOLD-2022-459,SV2MONBQAEKF2UPZA6QV,GraphQL,lindaking443,5851.68,2024-05-24,The service manages compliance records.,max=4706,Eiffel Tower,BR,CDG,1448 Park Blvd,CA,JST,9325 Oak Ave,2025-07-02 09:59:50,Switzerland,Big Ben,Statue of Liberty,"integration, scalability, compliance, analytics",-164.235093,645.8,739.46,Golden Gate Bridge,Dallas,tenant=2024-01,151 days,Singapore,72.845177,"41.239397, 97.786005",Statue of Liberty,3.4.57,Rotterdam,Africa,Los Angeles,batch-20200511-68,2319 Cedar Ln,Africa,United Kingdom,Hardware,Sydney,"-54.976626, -157.069103",-43.511402,Sweden,"Portland, Germany",-46.231155,Hamburg,mary.white,Boston,Hamburg,Singapore,515 Cedar Ln,"Seattle, Switzerland",Golden Gate Bridge,[CONFIDENTIAL] Formula #119,North America,RNWLN9LCO,NY,iOS,Shanghai,March,WA,Female,Denver,JST,362.38,"53.609336, -82.886169",2021-05-06T00:13:52Z,UCID,Canada,"Berlin, Australia",Downtown,717 Oak Ave,Big Ben,"Miami, United States",28797.2,138.338884,Downtown,Italy,Austin,Midtown,"71.732691, -51.343328",-26.02787,"-73.247529, 131.291051",MQY-1969,419 Elm St,55.997106,12,Big Ben,PostgreSQL,3795,Shanghai,Africa,staging.orders -> analytics,Statue of Liberty,"59.622389, -1.930218",10.286103,"Miami, Italy",South Bay,v4.11.63: Removed logging.,true,Statue of Liberty,Owner,South America,2020-08-24T03:15:13Z,Dallas,Europe,Busan,Anxiety,North America,5392 Maple Dr,"64.621253, 39.727146",JP,PhD,Paris,"San Francisco, Brazil",PST,"Sydney, Japan",Houston,North Shore,_ga=1763282536.7527052,Berlin,Guest,MX,JST,2024-07-27T20:25:43Z,633.3,125.870626,US,Asia,Miami,Port of LA
South America,New York,"-17.086782, -173.046698",Asian,Busan,Statue of Liberty,"Austin, Germany",6522 Elm St,"[0.8493, -0.884, 1.0472, 1.1915, -0.798, -0.9034, 0.4112, -0.0808]",JFK,Eiffel Tower,NRT,4154 Main St,GB,CET,WA,"Portland, Sweden",Statue of Liberty,This paper presents a novel approach for entity resolution.,HOLD-2024-794,7M6E1LJVYBGSE6IJ2R80,REST/JSON,elizabeth_smith982,250.48,2026-11-28,The system represents compliance records.,crit=2446,Big Ben,GB,JFK,2076 Elm St,AU,JST,976 Oak Ave,2026-04-18 06:06:42,Spain,Golden Gate Bridge,Eiffel Tower,"monitoring, integration",-84.762174,909.4,406.5,Eiffel Tower,London,tenant=acme,260 days,Singapore,23.492222,"30.919703, 6.349583",Golden Gate Bridge,4.4.84,Hamburg,Antarctica,Dallas,batch-20210519-42,8937 Park Blvd,Europe,Switzerland,Services,London,"-0.839706, 156.961721",-68.741952,India,"Dallas, Germany",26.679379,Busan,oliver.miller,San Francisco,Hamburg,Rotterdam,7486 Maple Dr,"Los Angeles, India",Big Ben,[CONFIDENTIAL] Formula #348,South America,MNYXIA97Q,CO,Android,Port of LA,June,OH,Female,Tokyo,CET,975.46,"-74.719908, 61.973273",2020-12-13T09:23:31Z,UE,India,"Seattle, Spain",East Side,7387 Oak Ave,Central Park,"Boston, France",31425.5,68.21053,South Bay,Canada,Boston,East Side,"-61.88485, -11.380558",72.022431,"-77.060588, -22.506508",ZHE-2004,8557 Park Blvd,-67.506887,75,Eiffel Tower,SAP,8994,Hamburg,Oceania,curated.orders -> exports,Golden Gate Bridge,"42.707459, 166.859109",-21.034223,"Toronto, Switzerland",East Side,v4.5.85: Added support for authentication.,true,Eiffel Tower,Guest,South America,2023-06-13T09:32:38Z,Paris,North America,Singapore,Hypertension,Oceania,6609 Oak Ave,"-57.258107, -75.7975",FR,Bachelor's,Austin,"Phoenix, United Kingdom",UTC,"Phoenix, Spain",Boston,West End,_ga=6093091795.1875496,Paris,Admin,JP,EST,2024-12-03T08:24:11Z,1469.2,-69.137881,CA,Antarctica,London,Hamburg
Oceania,New York,"58.798619, 176.898335",White,Singapore,Eiffel Tower,"Tokyo, Germany",4928 Main St,"[-0.9128, -1.7533, -0.3839, -1.7035, -0.7257, 0.4214, -0.8398, 0.0095]",LAX,Golden Gate Bridge,ORD,8489 Main St,JP,Europe/London,PA,"Tokyo, Singapore",Big Ben,This paper presents a framework for entity resolution.,HOLD-2024-652,GS9G7ZZKN0V5XFG47I2G,OpenAPI 3.0,noah.miller198,6088.91,2024-08-21,The system manages operational metrics.,max=7805,Golden Gate Bridge,CA,SIN,7878 Oak Ave,DE,UTC,9689 Pine Rd,2022-02-26 23:36:19,Norway,Golden Gate Bridge,Statue of Liberty,"integration, scalability",-93.463065,18729.3,243.09,Statue of Liberty,Berlin,dt=acme,349 days,Singapore,67.842111,"-19.719616, 127.089159",Golden Gate Bridge,4.7.3,Singapore,Africa,Houston,batch-20260326-11,4539 Main St,Africa,United States,Services,Atlanta,"-5.312059, -34.35268",53.719042,Israel,"Atlanta, Norway",-67.338579,Hamburg,david.brown,Chicago,Rotterdam,Rotterdam,2293 Maple Dr,"New York, Mexico",Eiffel Tower,[CONFIDENTIAL] Formula #504,Antarctica,BKNJW3JIT,WA,iOS,Rotterdam,September,PA,Unisex,Denver,PST,363.27,"25.124102, 62.506068",2022-07-22 07:02:53,GGS,Mexico,"Tokyo, United Kingdom",Downtown,6901 Oak Ave,Statue of Liberty,"Los Angeles, Germany",43997.8,105.341277,South Bay,Mexico,Chicago,South Bay,"34.828268, -8.950654",-174.03416,"9.871603, 76.642104",AEZ-3982,9023 Oak Ave,-151.551642,5,Central Park,Salesforce,9342,Rotterdam,Antarctica,raw.orders -> exports,Golden Gate Bridge,"-72.66805, -77.107943",-59.35787,"Portland, Japan",North Shore,v0.5.19: Improved caching.,false,Central Park,Guest,North America,,Los Angeles,North America,Busan,Migraine,North America,1064 Oak Ave,"2.8221, 53.896363",AU,High School,Los Angeles,"Boston, Norway",UTC,"Tokyo, Mexico",Toronto,Downtown,_ga=2921724988.5682931,Denver,Owner,JP,PST,2026-11-22 19:51:07,1911.0,-134.833683,JP,Africa,Chicago,Shanghai
Asia,Dallas,"55.826254, 93.873149",Other,Busan,Eiffel Tower,"Sydney, Australia",4204 Oak Ave,"[-0.5722, -0.6245, -0.0409, 0.3139, -2.8681, -2.6679, 0.5531, -0.3744]",ORD,Central Park,SFO,9807 Pine Rd,CA,America/New_York,OH,"Portland, Canada",Eiffel Tower,This paper presents a novel approach for anomaly detection.,HOLD-2024-803,G7CNLXEWRGAY0669RAS1,SOAP/XML,oliver_davis345,8901.11,2023-08-14,The product represents compliance records.,min=4980,Central Park,BR,CDG,8012 Main St,GB,EST,3569 Maple Dr,2018-02-17T04:55:24Z,South Korea,Statue of Liberty,Golden Gate Bridge,"analytics, automation",107.929642,24303.4,587.33,Central Park,Boston,dt=acme,116 days,Busan,-39.199921,"24.581799, 58.749103",Golden Gate Bridge,4.1.32,Port of LA,South America,Houston,batch-20230621-59,361 Oak Ave,North America,Brazil,Clothing,Denver,"-49.836151, 11.660808",87.34733,Brazil,"Seattle, Spain",25.971616,Shanghai,michael.brown,Los Angeles,Busan,Rotterdam,325 Pine Rd,"Seattle, Italy",Eiffel Tower,[CONFIDENTIAL] Formula #160,Antarctica,G092UKFM8,MA,Linux,Hamburg,June,TX,Male,Toronto,JST,353.42,"43.764404, -122.141039",2021-11-10 22:33:23,AND,Italy,"Los Angeles, United Kingdom",Midtown,2150 Oak Ave,Statue of Liberty,"Portland, Israel",27872.2,89.680152,Downtown,Norway,Boston,North Shore,"37.325586, 144.89482",151.713075,"11.424949, 79.523079",CMM-6890,6775 Park Blvd,138.059069,4,Golden Gate Bridge,SAP,5705,Rotterdam,Asia,staging.events -> analytics,Eiffel Tower,"0.179719, -44.069009",85.086621,"Miami, Canada",South Bay,v0.11.70: Removed authentication.,false,Golden Gate Bridge,Guest,Antarctica,,Chicago,Asia,Port of LA,Hypertension,Asia,763 Elm St,"46.654614, -168.276169",MX,Associate's,San Francisco,"San Francisco, South Korea",UTC,"Dallas, Germany",Berlin,Downtown,_ga=6491863226.7753959,Sydney,Owner,AU,UTC,2025-04-28 22:15:09,560.7,-19.38544,MX,Antarctica,Portland,Busan
South America,Houston,"-85.470714, -159.255273",Black,Hamburg,Big Ben,"Boston, Spain",3735 Maple Dr,"[1.4529, 0.9133, -0.3062, -0.0078, -0.4067, -0.0616, -0.0199, 0.8364]",SIN,Big Ben,CDG,1471 Pine Rd,DE,EST,CA,"Tokyo, Canada",Golden Gate Bridge,This paper presents a novel approach for entity resolution.,HOLD-2026-149,SY4GW0CWMIBHZKXBY8II,GraphQL,patriciawalker396,4387.61,2023-04-09,This record includes customer interactions.,warn=9303,Golden Gate Bridge,BR,LHR,2553 Pine Rd,IN,Europe/London,2680 Pine Rd,2026-07-03 14:31:12,Sweden,Eiffel Tower,Big Ben,"cloud, analytics",-121.326787,25791.3,486.73,Eiffel Tower,New York,region=us-east,147 days,Hamburg,21.861105,"-60.282292, 15.254286",Statue of Liberty,2.15.62,Port of LA,Asia,Seattle,batch-20190929-30,9281 Elm St,Europe,Australia,Electronics,San Francisco,"6.061345, -166.707682",27.313557,Japan,"Sydney, France",84.436941,Busan,noah.king,Austin,Rotterdam,Singapore,716 Park Blvd,"Boston, Australia",Golden Gate Bridge,[CONFIDENTIAL] Formula #445,Asia,UL76CJ3TQ,TX,Android,Port of LA,September,PA,Unisex,Denver,JST,706.01,"54.277018, -150.738151",2024-06-12 05:59:03,TAK,Italy,"Atlanta, Spain",Downtown,3664 Oak Ave,Golden Gate Bridge,"Dallas, Sweden",10853.9,-156.815472,West End,Sweden,Paris,West End,"-5.396679, 106.432046",56.707684,"15.291776, 30.669157",GQI-2539,6444 Maple Dr,-122.832137,40,Central Park,Snowflake,5399,Singapore,Antarctica,staging.events -> analytics,Central Park,"36.578583, -139.988236",79.530485,"Denver, Switzerland",East Side,v0.16.86: Added support for API.,false,Central Park,Admin,Europe,2020-06-23T08:12:14Z,Atlanta,South America,Port of LA,Anxiety,Oceania,4379 Oak Ave,"46.552283, 68.087527",IN,PhD,Berlin,"New York, Spain",CET,"Chicago, Australia",Miami,East Side,_ga=5821373662.7580532,Sydney,Guest,BR,EST,2024-10-04 22:15:31,717.7,43.129537,CA,Africa,Austin,Hamburg
Antarctica,Atlanta,"-55.858199, -178.87214",White,Busan,Golden Gate Bridge,"London, Spain",3962 Oak Ave,"[-1.3293, -0.5464, 0.8968, -1.7505, -0.2884, -0.6793, 1.5491, 2.238]",ORD,Central Park,SFO,2359 Cedar Ln,CA,EST,PA,"Atlanta, United States",Golden Gate Bridge,This paper presents a novel approach for entity resolution.,HOLD-2023-196,PNKGMG22O5WM18CG56XY,REST/JSON,richard.lewis140,5522.06,2018-02-20,The customer account manages transaction histories.,min=8057,Central Park,BR,SIN,6093 Main St,BR,EST,5905 Oak Ave,2025-09-23 10:32:56,Spain,Golden Gate Bridge,Central Park,"automation, monitoring",41.727997,26932.8,274.4,Big Ben,Los Angeles,tenant=us-east,177 days,Busan,55.090292,"-38.676618, -12.650284",Eiffel Tower,5.15.78,Hamburg,North America,Houston,batch-20250123-11,8699 Elm St,Antarctica,United States,Software,Portland,"30.705174, -24.653838",-61.621516,Canada,"Denver, Mexico",41.449928,Shanghai,anna.jackson,Sydney,Rotterdam,Hamburg,1931 Elm St,"Chicago, Switzerland",Big Ben,[CONFIDENTIAL] Formula #625,South America,RTLEGUHTO,NC,Android,Hamburg,December,NC,Male,Tokyo,Europe/London,797.23,"-67.698991, 73.578566",2018-07-10 13:14:59,KC,Singapore,"Seattle, South Korea",North Shore,167 Main St,Big Ben,"Los Angeles, Norway",19015.6,-20.722471,Downtown,Singapore,Seattle,South Bay,"4.776035, 156.814965",120.944754,"-1.090942, 85.67178",ADN-7723,2719 Elm St,-99.454277,87,Golden Gate Bridge,Kafka,9812,Port of LA,Asia,raw.events -> analytics,Central Park,"37.776376, 86.432645",25.524736,"Tokyo, Singapore",North Shore,v4.2.28: Removed authentication.,true,Statue of Liberty,Viewer,Europe,2023-04-28 13:39:39,Seattle,Oceania,Busan,Hypertension,Antarctica,6562 Main St,"-81.368528, -81.6896",GB,High School,Tokyo,"New York, Israel",UTC,"Seattle, Sweden",Tokyo,South Bay,_ga=7374026354.6010896,Miami,Owner,FR,UTC,2019-01-25T17:50:05Z,1432.2,145.58003,BR,Oceania,Dallas,Rotterdam
Antarctica,Seattle,"11.884594, 55.605368",Black,Hamburg,Big Ben,"Los Angeles, Sweden",3050 Main St,"[-1.2784, -0.3328, -0.4582, 0.2818, 1.284, -0.692, -0.6612, -0.5276]",SIN,Eiffel Tower,LAX,3200 Pine Rd,GB,CET,MA,"Dallas, Canada",Golden Gate Bridge,This paper presents a novel approach for anomaly detection.,HOLD-2021-230,M0S6B8WZXD37S8PIF5OR,OpenAPI 3.0,john_lee794,4901.05,2024-08-10,The product represents customer interactions.,crit=1131,Statue of Liberty,MX,LAX,2481 Cedar Ln,FR,CET,8330 Oak Ave,2025-05-27T16:18:03Z,France,Eiffel Tower,Central Park,"data, cloud, reporting, integration, compliance",-3.6672,27523.2,435.51,Eiffel Tower,New York,tenant=2024-01,325 days,Rotterdam,1.268213,"-87.40251, 22.154768",Central Park,5.10.58,Singapore,South America,Phoenix,batch-20260804-76,8267 Cedar Ln,North America,Brazil,Services,Phoenix,"6.572436, -32.830542",-62.769946,Singapore,"London, Italy",44.500409,Rotterdam,liam.king,Portland,Shanghai,Singapore,9692 Park Blvd,"Portland, Israel",Statue of Liberty,[CONFIDENTIAL] Formula #857,South America,NWZ4QCOVA,WA,Windows,Shanghai,May,CO,Unisex,Miami,America/New_York,736.36,"9.840986, 37.057159",2026-07-12 10:07:54,YCCR,Australia,"Paris, Spain",North Shore,512 Pine Rd,Eiffel Tower,"Paris, Italy",24334.7,-49.058428,North Shore,Spain,Tokyo,South Bay,"-80.204759, 3.245645",-171.734954,"-49.668723, -111.852679",NSX-7957,2254 Elm St,167.811299,13,Statue of Liberty,SAP,5477,Port of LA,South America,raw.events -> reports,Eiffel Tower,"18.651902, 129.055582",79.856048,"Sydney, Switzerland",West End,v4.14.13: Improved authentication.,false,Eiffel Tower,Guest,Oceania,,Chicago,Oceania,Busan,Migraine,Asia,7090 Oak Ave,"-25.262053, -122.236467",MX,PhD,Phoenix,"Denver, Brazil",JST,"London, Spain",Boston,South Bay,_ga=6666945635.2631353,Dallas,Owner,FR,PST,2020-06-05T13:39:42Z,1615.8,-51.33017,BR,North America,Chicago,Shanghai
