postalcd,corr,subject_line,ise74,decimal_float_raw,energy,lbpoq47,customer_feature_vector,ALLERGY,sciname,MODIFIED_AT,caption,decimal_float,encoding_6,dim_numeric_range,attr_word_,fact_data_lineage,association,feature_vector_6,nullable_flag_v2,feature_vector_field,raw_correlation,word_embedding_6,val_corre,employeeRecord,image_embedding,CRYPTOCURRENCY_ADDRESS,word_embedding_v2,ordinal_position_v2,SSH_KEY,latitude_data,attr_zi,field_featu,DIGITAL_CERTIFICATE,mean,ohccdp37,SONG_TRACK_TITLE,correlation_raw,f_mbto,dim_integer,gender_pii_data,fact_category,src_length,v_ixgu,attr_issn,raw_iso_currency_code,RISK_LEVEL,nullable_flag,v_su
ET6 8XP,-0.867,Technical Report 2021,"[-0.6338, 0.3069, -0.053, -0.4448, -0.6918, 0.1364, -0.182, 0.87]",7734.0332,12690.5,42.1909,"[0.6874, 0.7932, 0.1315, 0.9231, 0.1783, 0.9451, 0.7142, 0.3632]",None,E. coli,2018-05-25 09:01:56,Figure 15: Timeline,1786.4231,ISO-8859-1,46-54,"[-0.96, 1.4255, -0.9352, 0.7253, 2.6358, 0.4993, 0.3268, -0.3544]",curated.events -> reports,0.3206,"[0.6356, 0.3695, 0.0314, 0.1749, 0.6797, 0.0818, 0.2911, 0.8572]",false,"[0.4915, 0.3731, 0.1989, 0.3507, 0.0732, 0.9099, 0.3865, 0.0468]",0.0554,"[1.3082, -0.6874, -0.09, -1.1414, 0.7892, -0.1408, -2.0915, -2.1513]",0.3949,EMP-28258,"[0.4164, -0.4662, 0.5649, 0.5713, 0.6827, -0.6177, -0.4698, 0.4579]",0x9aa371a8569b8792fa7d49cd1957e6592e5df2ab,"[-0.8941, -1.6517, 1.8706, 0.5754, -0.5061, 0.8549, 0.1665, 0.1951]",872,ssh-rsa KwNJLR5DfgRI9eGRRTP2D3zIO/rk2xGxypk9ASwXOgjY=,57.772849,-97.4506,"[0.8427, 0.4559, 0.4977, 0.8617, 0.5538, 0.0942, 0.1541, 0.5044]","-----BEGIN CERTIFICATE-----
TEGFBC4lkO5mkx3T8KBBDvlyA91m8MD0F+gHqXIoqtYiFI8CPKZ3VsN9Z5v1P8Wi
-----END CERTIFICATE-----",-25.365,"[-0.0359, 0.5929, -0.6277, -0.6985, -0.2192, -0.2715, 0.3051, 0.5532]",Imagine,-0.7885,521,2016,Female,Electronics,72.98,47-79,3797-2788,AUD,Low,false,"[0.6371, 0.5607, 0.0755, -0.2995, 0.3228, 0.4001, -0.6047, 0.1851]"
70200,0.8774,Annual Summary 2022,"[0.7846, 0.528, -0.7974, 0.0558, 0.2378, -0.4406, -0.58, -0.0734]",5465.8917,22791.8,48.686,"[0.3757, 0.4733, 0.0893, 0.2812, 0.9022, 0.853, 0.4109, 0.9122]",Shellfish,Homo sapiens,2023-11-15 17:08:42,Figure 1: Timeline,4479.4141,ASCII,30-76,"[0.3143, -1.4215, 0.9795, 0.4783, 0.1203, -0.3717, 0.6702, -0.0819]",raw.events -> reports,0.4158,"[0.6918, 0.5798, 0.6688, 0.6982, 0.1752, 0.5936, 0.56, 0.8484]",NO,"[0.8543, 0.1723, 0.1136, 0.3195, 0.4011, 0.9379, 0.8653, 0.5416]",-0.2368,"[-1.4384, 1.6271, -0.7136, -0.9925, -0.5088, -0.2022, -0.086, -0.6738]",-0.0011,EMP-13892,"[-0.5205, 0.5317, -0.1996, 0.1105, -0.1832, 0.0583, 0.0925, 0.0809]",0xd4d9c2bb4f0a796032572a6d1b128404dfc86ee9,"[-0.6181, 1.5337, -0.5676, -0.6325, 1.3081, -0.3879, -0.1824, -1.6694]",189,ssh-rsa lokXJAUOn3uM76NtaSiswO0GaPbBabiEi4wbUVNXEHoI=,13.924806,-98.0137,"[0.5432, 0.7065, 0.024, 0.1792, 0.3101, 0.9831, 0.9017, 0.8313]","-----BEGIN CERTIFICATE-----
PWNF4FIsBNZu+6sVd+A0WfFX1y7UMUqJqV4lhZKX7IUEhQ5OW8a2T9UWEmKZHky2
-----END CERTIFICATE-----",-57.5474,"[-0.5476, -0.7215, -0.1157, -0.0995, -0.1777, -0.1992, 0.7224, 0.5843]",Imagine,0.4866,381,5433,Female,Clothing,128.79,17-86,2645-3089,AUD,Critical,YES,"[0.3688, -0.9631, -0.3363, 0.247, -0.3033, -0.421, -0.5822, 0.5245]"
DM1 9NW,0.3327,Executive Summary 2021,"[0.1967, -0.828, 0.2595, -1.1404, -0.2281, -0.9132, -0.5376, -0.4469]",2459.0089,23904.8,35.6774,"[0.0246, 0.4369, 0.9703, 0.81, 0.5879, 0.256, 0.9699, 0.9447]",None,H2O,2022-12-17T20:28:35Z,Figure 9: Distribution,-373.1162,ISO-8859-1,33-75,"[-0.4615, -0.5775, 1.9616, -1.7808, 2.1827, -0.9581, -0.464, -0.9914]",staging.events -> reports,0.7266,"[0.649, 0.1888, 0.3941, 0.7621, 0.8935, 0.2784, 0.9724, 0.3065]",true,"[0.0383, 0.9331, 0.0881, 0.0521, 0.3741, 0.8869, 0.0056, 0.0087]",0.0163,"[-0.5811, 0.0736, -0.9833, -0.9975, 0.1522, 0.7444, -0.8604, 0.0228]",-0.3751,EMP-15226,"[-0.2429, 0.0299, 0.3889, -0.4753, -0.64, -0.61, -0.3088, -0.1594]",0xae5ffd0fe85141be8e5b0bdcd2b5981d6f85ed33,"[-1.78, -0.1491, 0.2443, -0.3887, -0.9227, -0.6866, -0.0778, 1.5043]",124,ssh-rsa Ba6pmgXoeLRqISJ0NdtK84GKgFJ5lKJtjIjKWks4uHa7=,-59.352775,-72.5884,"[0.9632, 0.791, 0.8338, 0.9377, 0.3415, 0.3804, 0.2039, 0.6886]","-----BEGIN CERTIFICATE-----
nsSiGMOMlX1R5+vxM4314TXPqQvlmyXk+9dCZz3bgwJ9JHkzmPW4Comp5FYR8Y3X
-----END CERTIFICATE-----",-17.5474,"[0.2418, -0.0655, -0.2078, -0.0134, -0.6103, -0.3819, -0.1858, 0.475]",Yesterday,-0.8717,662,1958,Other,Food,774.26,28-93,3102-8364,GBP,Critical,YES,"[0.1228, -0.7565, -0.058, -0.3656, -0.4743, -0.2323, 0.0265, -0.4212]"
61305,0.5031,Annual Report 2020,"[0.5448, 0.6277, 0.265, -0.2398, 0.5856, 0.5319, -0.2827, -0.44]",-295.0569,20165.6,6.5862,"[0.9655, 0.3881, 0.2507, 0.9172, 0.5929, 0.5845, 0.1145, 0.1259]",Pollen,H2O,2026-08-11 16:10:40,Figure 20: Overview,1095.485,UTF-8,26-57,"[0.955, 0.3451, -1.626, 0.1692, -0.1462, 0.1563, -0.7219, 0.6407]",curated.users -> analytics,-0.1225,"[0.1529, 0.0309, 0.3936, 0.0389, 0.9909, 0.3402, 0.0497, 0.3043]",NO,"[0.7634, 0.4617, 0.86, 0.1418, 0.2, 0.7965, 0.0855, 0.0913]",-0.5511,"[-0.8791, -1.0671, -1.0916, -0.2163, 0.1184, -1.0408, -1.7456, 0.3949]",0.8134,EMP-94554,"[0.3873, -0.3446, 1.231, 0.0063, -0.322, -0.0653, -0.3962, 0.9501]",0xb69b28fe6996680ff56f3681f12bd97e6455e83c,"[-0.5842, 0.0585, 1.6331, 2.2855, 0.7565, 1.006, 0.0244, 0.0018]",128,ssh-rsa uCmKrmKBvxltB5z2JS5zI3CpnUz+CbOneXyNtf2V+67b=,3.750979,-48.2564,"[0.9403, 0.6296, 0.6245, 0.7191, 0.8908, 0.5224, 0.5143, 0.6864]","-----BEGIN CERTIFICATE-----
+WAjFszCKf1bx15Y3Kmbtdg4ZeEO4qUNaHw0Ui3l4M5jHUh8Y9UaZcyRKKrKcZoF
-----END CERTIFICATE-----",27.4836,"[0.4488, -0.5834, -0.397, -0.3014, 0.148, -0.2878, -0.4219, -0.0429]",Bohemian Rhapsody,0.3148,988,8012,Non-binary,Clothing,550.43,34-57,7245-4810,INR,Negligible,true,"[-0.0042, 0.3318, 1.4407, -0.6122, 0.0008, -0.0669, 0.0894, 0.039]"
70020,-0.9018,Technical Analysis 2024,"[0.6719, 0.4132, -0.5032, 0.5483, 0.1972, 0.2003, 0.1055, -0.2152]",9087.1208,60506.8,26.1492,"[0.1395, 0.262, 0.5598, 0.4376, 0.0155, 0.6073, 0.2695, 0.0474]",Penicillin,NaCl,2024-11-02T12:43:10Z,Figure 1: Distribution,4030.5004,Latin-1,32-56,"[-0.133, 0.5165, 0.6312, 0.0387, -0.6182, 1.0874, -0.3494, -0.1271]",curated.users -> analytics,0.4001,"[0.425, 0.6552, 0.6078, 0.8048, 0.8568, 0.8444, 0.7597, 0.8556]",NO,"[0.2373, 0.2544, 0.061, 0.6222, 0.211, 0.7564, 0.6778, 0.7886]",0.6874,"[0.2597, -1.1745, 0.2452, 0.3088, -0.151, -1.3009, -1.4197, -0.3321]",0.652,EMP-90651,"[0.222, 0.8518, 0.0192, -0.2623, -0.3485, -0.2325, -0.5753, 0.768]",0x9b675ab5766176bb7de5acbaeba4de558813a7b2,"[-0.1663, 0.4359, -0.4727, -0.6322, -0.9542, -0.2426, -0.7463, 0.4115]",809,ssh-rsa DB5QcFTwufBdGZ/z9uNDQW6Xp443VN/wCDsmeGaVAB59=,-17.572026,-78.1502,"[0.6003, 0.6573, 0.3589, 0.4844, 0.9951, 0.1057, 0.4832, 0.0277]","-----BEGIN CERTIFICATE-----
nyk96U13ts6IOjADKTmbMEmBwyfendh9iPpHV2VvmVq3efEAbwt1YBHHFcMUEvWJ
-----END CERTIFICATE-----",-65.8151,"[0.4303, 0.5237, 0.0358, 0.2201, -0.5692, 0.6312, 0.0607, 0.207]",Imagine,-0.9138,325,7636,Male,Food,844.58,8-80,1176-5836,EUR,Medium,YES,"[0.8563, 0.4026, 0.0778, -0.6418, -0.9006, 0.4243, 0.1916, -0.4125]"
98591,-0.2876,Quarterly Review 2025,"[1.081, 0.4076, 0.0102, 0.1897, -0.1996, 0.6513, 0.6553, -0.4947]",-224.046,83867.3,15.454,"[0.6851, 0.567, 0.4478, 0.3012, 0.1882, 0.8744, 0.6651, 0.6054]",None,Fe2O3,2026-05-15 04:07:11,Figure 13: Overview,6719.8805,ASCII,28-63,"[-0.1121, 0.7361, -0.3001, 1.0392, -0.7647, 0.8668, 1.2438, -0.5383]",raw.orders -> exports,0.6073,"[0.6286, 0.5147, 0.0182, 0.7527, 0.0715, 0.5869, 0.969, 0.8177]",false,"[0.4388, 0.4316, 0.093, 0.1243, 0.657, 0.9412, 0.4985, 0.8632]",-0.3941,"[-1.3132, 0.4147, -0.3575, 1.6845, 0.229, 1.5619, 0.1541, 1.0581]",-0.2596,EMP-37963,"[1.3102, -0.8118, 0.0184, 0.5571, 0.3552, -0.6573, 0.0619, -0.5921]",0x672fff5660f47f7546330f4ae20eb22453dd2c3a,"[-0.4398, 0.2507, -0.1467, -0.2495, 0.5974, -0.3042, -1.4019, 1.2439]",774,ssh-rsa O2zCzoDJTUS0a+MO0Fy8lKepSAH2Hh7BRrI+x9jf/VPO=,22.102349,-53.6944,"[0.5408, 0.3807, 0.7785, 0.7537, 0.549, 0.8988, 0.0398, 0.687]","-----BEGIN CERTIFICATE-----
3U28oiqqofucxMkaoD9MIAo0NVbyv08iDt2HlJzUdmxUEfEtkdQxU4o1xgfLsSv3
-----END CERTIFICATE-----",-57.0036,"[-0.2991, -0.2341, 0.2937, 0.1295, -0.3203, 0.7859, -0.2126, 0.1196]",Stairway to Heaven,-0.4863,269,9562,Other,Software,34.53,14-55,8708-4788,GBP,Low,NO,"[-0.0946, -0.3101, 0.3062, 0.1535, -0.1578, 0.4193, 0.1081, -0.5433]"
FD4 9NV,-0.322,Technical Review 2021,"[0.1849, -0.0016, -0.4341, -0.1759, -0.553, -0.4626, -1.1214, -0.4011]",3451.595,50677.6,47.1122,"[0.67, 0.9856, 0.0327, 0.5201, 0.1378, 0.6986, 0.9754, 0.9598]",None,H2O,2024-10-10T03:06:45Z,Figure 14: Comparison,3519.7829,Latin-1,28-92,"[1.0245, 0.3551, 1.5629, -0.2737, 0.8509, 2.3721, -0.6799, 1.1681]",staging.users -> reports,0.018,"[0.7554, 0.0195, 0.3604, 0.902, 0.967, 0.7298, 0.2473, 0.8318]",true,"[0.6002, 0.6026, 0.0459, 0.6259, 0.2676, 0.4453, 0.0981, 0.7368]",0.5345,"[0.8685, 0.1494, 2.0024, 1.7172, 2.0693, 0.5282, -0.5011, 0.1901]",-0.7183,EMP-39779,"[-0.4521, -0.4313, 0.238, 0.8361, -0.7116, 0.1752, 0.0871, -0.6895]",0xc5e236b04a49032bd435548767e17b4669c27388,"[-0.3831, -0.1786, -1.0071, -0.6271, 0.7969, 0.5812, -1.0872, -0.2166]",497,ssh-rsa 34+5c812WQsiFOpYcb+0JoYAYV2WOAZ3vVZ//56mb2km=,-2.847687,38.2612,"[0.4167, 0.8725, 0.9724, 0.6355, 0.2021, 0.0426, 0.8586, 0.8449]","-----BEGIN CERTIFICATE-----
Y3fAsJJpDXrSynkcO+R9izWiu8LpXq/kaZgTJr+dV2XhhNmTYOhSaDFiAp3cMHLY
-----END CERTIFICATE-----",42.845,"[0.2468, 0.5782, 0.8026, -0.2451, 0.1472, -0.2448, 0.315, 0.1192]",Yesterday,-0.5288,897,3677,Other,Electronics,277.54,22-85,9524-5587,AUD,Critical,NO,"[-0.2689, -0.3088, -0.1409, -0.2331, -0.3854, 0.057, -0.0201, 0.4598]"
PV6 5ZD,-0.0876,Quarterly Analysis 2023,"[0.8, 1.3893, -0.1382, -0.698, 0.3472, 0.0022, 0.5694, 1.0213]",3537.888,45178.0,5.0369,"[0.7736, 0.1743, 0.8651, 0.5854, 0.6109, 0.3434, 0.2174, 0.8796]",Penicillin,Fe2O3,2023-02-12 15:07:46,Figure 7: Distribution,2379.9984,UTF-8,3-87,"[0.0624, -0.4443, 0.8808, -0.0119, -0.9755, 1.7453, 0.3267, 2.0266]",curated.orders -> exports,-0.7248,"[0.2631, 0.5594, 0.0223, 0.9715, 0.2401, 0.0233, 0.8894, 0.1564]",false,"[0.6509, 0.4325, 0.5632, 0.3904, 0.9791, 0.9241, 0.747, 0.3711]",0.9489,"[-0.1993, -1.6519, -1.0031, -0.7637, 1.1482, 0.6115, 0.7338, 0.4816]",-0.8566,EMP-14784,"[0.2489, 0.1684, 1.016, -1.102, -0.1112, -0.9007, 0.1893, 0.5761]",0xb1793770eb4765d16b94191b78c311bb54f00a5f,"[-0.4876, 0.9049, -0.781, 0.486, 0.4136, -0.0347, -1.3471, 0.3707]",715,ssh-rsa 5LFEiHD88jYj/OyhLeUH6FIWfhRvYWBdPjomAL+FyP9f=,-85.477419,35.949,"[0.3835, 0.0626, 0.2159, 0.0369, 0.0467, 0.7075, 0.4678, 0.7232]","-----BEGIN CERTIFICATE-----
u38GtC5znmflAgvn+JDLm+O+HD+5bOIVAwDaEzXThzbbjuI5idpNrKVJrNfTd4vv
-----END CERTIFICATE-----",-71.6388,"[-0.0896, 0.0058, -0.0917, 0.6126, -0.6832, -0.0906, -0.0595, 0.0464]",Stairway to Heaven,-0.6314,290,5427,Male,Electronics,82.03,35-56,1383-5135,AUD,Negligible,YES,"[0.6012, 0.1162, -0.577, -0.1005, 0.213, 0.335, -0.4398, -0.3331]"
NW6 8SS,-0.2873,Executive Summary 2022,"[-0.3227, 0.3407, 0.0309, 0.3249, -0.483, -0.543, -0.0777, 0.4678]",3111.2394,8006.3,5.1784,"[0.0068, 0.1217, 0.1576, 0.9382, 0.9077, 0.6924, 0.6006, 0.5016]",Peanuts,NaCl,2025-03-18 06:54:24,Figure 6: Timeline,3469.5881,UTF-8,36-59,"[0.5159, -1.2046, 0.0543, 0.7016, 0.6408, -1.7795, -0.9705, 0.2829]",staging.events -> reports,0.2075,"[0.574, 0.9551, 0.3069, 0.3236, 0.2103, 0.3492, 0.6724, 0.6212]",true,"[0.1451, 0.2048, 0.4498, 0.9885, 0.3308, 0.1196, 0.1216, 0.9716]",0.795,"[1.0864, -1.3357, -3.1841, 0.171, -0.6405, 0.8655, 1.1128, 0.1863]",-0.5469,EMP-38293,"[0.3659, -0.2867, 0.3359, 0.5596, 0.2068, 0.0908, -1.5242, -1.8026]",0xf66fae13dfa774087a2e7ed100717bb60137dbb9,"[0.1519, 0.1062, 0.5142, -0.2353, 0.0686, -0.8814, -0.768, -1.6721]",343,ssh-rsa vKSNutsWCCEtyCJSREsVldJ1pvxGhvXw85qdMg2KW1ds=,-50.073046,-52.5668,"[0.1836, 0.0419, 0.5116, 0.8758, 0.3043, 0.2429, 0.7914, 0.2193]","-----BEGIN CERTIFICATE-----
vJii0P6xklK22cRPKseIg7nHWNlZbl9Xk0iDT94XdOzKgRp5qBXDn59/wVV5j5oX
-----END CERTIFICATE-----",-36.8454,"[-0.0614, 0.558, 0.3005, 0.0296, 0.3105, 0.7689, -0.9104, -0.4714]",Yesterday,0.5173,677,5701,Male,Software,173.71,24-60,9801-7781,USD,Negligible,YES,"[-0.3062, -0.2751, -0.9936, 0.4442, -0.4835, -0.4074, -1.1137, -0.0386]"
56130,0.1005,Technical Summary 2021,"[-0.2644, -0.8714, 0.2271, -0.0119, 0.225, -0.0963, -0.3397, 0.0129]",2555.5775,59990.7,3.74,"[0.3178, 0.8738, 0.3089, 0.1609, 0.5706, 0.5946, 0.4185, 0.1691]",Pollen,C6H12O6,2023-09-25 09:33:51,Figure 17: Comparison,3168.755,UTF-16,17-85,"[0.5338, -0.7387, -0.7839, 2.2771, 0.8843, -1.499, 0.215, -0.005]",curated.orders -> reports,-0.0882,"[0.9953, 0.4971, 0.0523, 0.8809, 0.3375, 0.8962, 0.8683, 0.1678]",YES,"[0.2261, 0.2863, 0.8279, 0.1934, 0.0915, 0.2387, 0.9516, 0.7409]",-0.5668,"[2.807, -0.5055, 0.6153, -0.9942, -0.5724, 1.2191, -0.2415, 1.8521]",0.3274,EMP-57854,"[0.534, -0.0047, -0.1045, -0.7585, -0.4834, 0.0314, -0.0436, -0.5913]",0x99a13ddac65da84725971e29d2ec27f5b5cc0a36,"[-1.8643, 1.0533, -0.8613, -0.763, 0.6041, -0.7726, 0.7178, 0.8672]",792,ssh-rsa PMtHmghHBkaMZGwNkp+5jOKP3uebDhRxxNPzF8TAeHHR=,-80.317425,2.6357,"[0.1071, 0.9594, 0.9822, 0.6347, 0.0269, 0.9045, 0.9526, 0.3599]","-----BEGIN CERTIFICATE-----
4BBX2mdEytrdgVQR5OR0xfIs0/llEit29W+tUdxHWqP17wRIGmzxhEBpc/J7G8vQ
-----END CERTIFICATE-----",41.1593,"[0.5944, 0.1987, 0.8775, -0.0444, -0.3069, -0.3842, -0.5841, -0.4895]",Stairway to Heaven,0.9993,791,2729,Other,Clothing,211.51,1-86,1524-1556,INR,High,false,"[-0.5498, 0.4975, -0.5633, 0.495, 0.3981, -0.2638, -0.5391, -0.1031]"
91609,-0.3224,Technical Review 2023,"[-0.0346, -0.2992, -0.2422, -0.305, 0.0961, 0.3925, 0.2216, -0.3271]",1021.7044,31957.0,35.7807,"[0.4409, 0.6495, 0.7848, 0.1824, 0.8547, 0.7094, 0.4174, 0.8012]",None,Fe2O3,2026-01-15T12:32:20Z,Figure 17: Distribution,8014.4903,ISO-8859-1,37-91,"[0.5194, -0.5572, -0.2206, 1.4396, -0.9349, 0.3997, -0.6162, -1.2276]",curated.orders -> exports,-0.3314,"[0.7636, 0.8348, 0.4812, 0.0082, 0.6599, 0.9564, 0.9249, 0.1913]",true,"[0.9613, 0.458, 0.8357, 0.0685, 0.8081, 0.437, 0.2344, 0.8563]",-0.1174,"[0.576, -1.6956, -0.7062, 0.5228, -0.8659, 1.3194, -0.3986, 0.0187]",0.3218,EMP-69102,"[-0.99, 0.2641, -0.1668, -0.5069, -0.6954, 0.0184, -0.6986, -0.4008]",0x7649266bc716b5c5d12f9a519304f5f5a70a607f,"[-1.2594, -1.159, -0.2316, -0.6852, -0.0489, 0.3537, -0.8383, 0.8826]",881,ssh-rsa mcI0BVPOh8zDA9kRLF1He/DvDUfVVYN6EB2ghRGGCu+3=,-51.762021,-78.5938,"[0.8727, 0.5688, 0.634, 0.2984, 0.7024, 0.9484, 0.8863, 0.913]","-----BEGIN CERTIFICATE-----
aKspmVaHakvGK5U62TGnJakBbKRFx2JRYikTLzjEuj+UKaiIxwAtKXVFeVoGg4nv
-----END CERTIFICATE-----",-0.029,"[0.083, 0.4012, 0.6208, 0.5192, 0.0049, -0.1545, -0.4988, 0.44]",Imagine,0.4895,354,870,Other,Clothing,104.19,26-99,5806-4213,EUR,Low,NO,"[0.6605, -0.0862, -0.1731, 0.7077, -0.1857, 0.1281, -0.0092, -0.2604]"
65493,-0.6232,Quarterly Report 2022,"[-0.7491, -0.5844, 0.0242, -0.2715, -0.1075, -0.2241, -0.449, -0.022]",3559.2239,81680.3,0.877,"[0.3545, 0.6602, 0.24, 0.2121, 0.9836, 0.9509, 0.4525, 0.4424]",Shellfish,E. coli,2023-04-28 06:43:03,Figure 15: Comparison,8351.1775,UTF-16,29-82,"[0.4009, -2.3637, -0.0287, 0.8041, 1.1376, -0.7459, 1.5943, 1.4785]",staging.orders -> analytics,-0.8273,"[0.8341, 0.1942, 0.918, 0.2004, 0.1512, 0.8589, 0.0085, 0.3565]",NO,"[0.1545, 0.2631, 0.1513, 0.0205, 0.7604, 0.1736, 0.817, 0.1142]",-0.7303,"[0.4555, 1.5627, -0.0202, -0.8902, -0.2774, 0.7312, 0.4664, 0.7346]",0.579,EMP-43956,"[0.0421, -0.1621, 0.4995, -0.2255, 0.3306, -0.1123, -1.031, -0.9752]",0xa719e593baa42fa8bcc6854e4d8b2d2fd2e6350e,"[-1.025, 0.2618, 0.405, 0.253, 0.903, 0.6966, -0.1824, 0.2606]",901,ssh-rsa OUXw0WlZbq316caBUNpo/lkga7WBfJx/zb2TRa4t6FcD=,-40.538272,63.0512,"[0.2634, 0.6879, 0.2797, 0.9314, 0.6924, 0.4841, 0.9369, 0.4138]","-----BEGIN CERTIFICATE-----
S1kRfw80xnOPWaJwItkAfb11t+lRZuhofysxmSZHKvnqjp263mkUMJuWOos8zPOn
-----END CERTIFICATE-----",-56.9014,"[0.2876, 0.3334, 0.5239, -0.2658, -0.7553, 0.6735, 0.4384, 0.1236]",Yesterday,0.7138,353,5727,Female,Services,320.74,15-83,3215-1632,USD,Medium,NO,"[0.6121, 0.1202, 0.2969, -0.432, -0.1459, 0.306, 0.0013, 0.4657]"
XZ7 2GI,-0.8946,Technical Report 2023,"[0.1368, 0.86, -0.0894, -0.0623, -0.511, -0.4415, -0.5783, -0.3203]",6805.209,24225.4,17.6175,"[0.7147, 0.9942, 0.0069, 0.9951, 0.1588, 0.0404, 0.8543, 0.9073]",Shellfish,NaCl,2025-04-21T04:01:27Z,Figure 12: Timeline,4482.7606,ASCII,23-95,"[0.4543, -2.1998, 0.8777, 0.0544, -0.1461, 0.6549, 0.2883, 0.0959]",raw.users -> reports,0.1124,"[0.9692, 0.3644, 0.8696, 0.2233, 0.5658, 0.4998, 0.66, 0.0223]",NO,"[0.3693, 0.6602, 0.3937, 0.0536, 0.7926, 0.6046, 0.5935, 0.8456]",0.6786,"[-1.514, -0.0258, 2.3501, 0.5383, 1.487, -2.1415, -0.669, 0.1759]",0.2244,EMP-27251,"[0.1166, -0.016, -0.7707, 0.22, 0.0885, -0.0049, -0.2791, -0.6277]",0x7ab78090f7793a47cf39cd3480a0d9b2bdc83326,"[0.6239, 1.9756, 0.5984, -0.5044, -0.2272, -1.0382, 0.1283, -0.1081]",546,ssh-rsa RWs9niZHQbDz9AE+uCaxEHrGkTdHGDgm/767KEYN+/rX=,-66.932672,-86.784,"[0.2133, 0.5629, 0.0968, 0.499, 0.0285, 0.9541, 0.6506, 0.9969]","-----BEGIN CERTIFICATE-----
zSn+uMUnJIKxjraozDJtxeFchu5YiNM3HwQz3HK1mWl7fzGjJ30Z76mtGkxpWcpt
-----END CERTIFICATE-----",-69.3086,"[-0.4938, 0.2918, -0.4219, -0.963, 0.0688, -0.1546, -0.1144, 0.3326]",Imagine,-0.3353,67,5093,Male,Services,19.47,7-97,3084-4259,CHF,Negligible,YES,"[0.176, -0.4697, 0.6198, 0.0736, -0.1197, -0.3156, -0.2007, 0.3208]"
KR3 1LP,0.7339,Quarterly Review 2023,"[0.7309, -0.3232, -0.1494, 0.1339, -0.3083, 0.9232, -0.9437, -0.4271]",7586.6066,44048.5,13.6532,"[0.7586, 0.6422, 0.4997, 0.2477, 0.7582, 0.7846, 0.9554, 0.1348]",Shellfish,C6H12O6,2025-05-07T05:52:50Z,Figure 17: Timeline,2329.4959,ISO-8859-1,17-71,"[0.6469, -0.6252, 0.3452, 1.2316, -0.2841, 1.439, 0.2428, -0.4643]",staging.users -> exports,-0.6643,"[0.0848, 0.6985, 0.808, 0.959, 0.9061, 0.9962, 0.5487, 0.5899]",true,"[0.8821, 0.9022, 0.1773, 0.013, 0.5422, 0.8323, 0.0996, 0.2493]",0.4362,"[0.1395, 0.0665, -1.1736, -1.1348, 0.0348, 0.1042, -0.1429, -0.8893]",0.5213,EMP-36839,"[-0.3177, 0.717, 0.763, -0.2208, -0.7274, -0.7054, 0.2788, -0.0002]",0xc40ce5be1b6415515d1cea017b9ccc13cf498d2d,"[1.0733, 0.4152, -1.7976, 1.3917, -0.1043, 0.2851, 1.0724, 2.043]",822,ssh-rsa jgDCSnhBsyObVDaX3qn0z+drjUmRFs9Mn+nBBOt+M2mR=,-34.561122,86.7221,"[0.367, 0.1828, 0.0095, 0.9973, 0.3993, 0.349, 0.4243, 0.0105]","-----BEGIN CERTIFICATE-----
2AKEeU+j6MFrV3IaqmUKLkvXp7ZM8DZvG7ykI2hcoc7fdNpgIbR8iCmKLDtahGX4
-----END CERTIFICATE-----",-98.7072,"[0.1877, -0.4446, -0.6627, -0.3011, 0.485, -0.3106, -0.3273, -0.549]",Stairway to Heaven,0.4412,168,2597,Female,Electronics,988.85,18-65,1100-7050,JPY,Critical,YES,"[-0.9182, -0.1165, -0.4492, 0.5999, 0.1269, 0.3282, -0.0995, 0.2073]"
