x_727,d_longi,pan,credit_score_raw,CARD_VERIFICATION_VALUE,col_ut,INTERNAL_COMMUNICATION,currency_name_data,field_299,INDUSTRY_SECTOR,schemaDefinition,currency_name,PRICE_COST,txnamt,p_70,bonus,p_cur,dim_986,industry,bankAccountNumber,cardexp,creditScore,intmemo,valid_thru,CURRENCY_NAME,d_527,variable_pay,BANK_ACCOUNT_NUMBER,CREDIT_SCORE,modified_by,port_harbor_6,d_fra,port_harbor_info,ph,SEMANTIC_VERSION,customer_bonus_variable_pay,measprice,c_syqn,revenue_sales_field,cvv,bank_identification_number_field,iso_currency_cd,markup,bonus_variable_pay_6,customer_billing_account,dim_419,humidity,histogram_bin_6,attr_iso_,natl,movieFilmTitle,var_aiiq,cost,raw_transaction_amount,c_toy,jriqr54,field_791,revenue_sales,ban,stock_rsu_grant_6,paypal_id,x_ju,bank_identification_number,iso_currency_code,x_insu,rec_type_discriminator,p_640,DISTRICT_BOROUGH,billing_acct,src_price_cost,raw_first_name,credit_card,messaging_id_6,isoCurrencyCode,ISO_CURRENCY_CODE,f_asd,f_huma,bonus_variable_pay,cd_last_four,user_routing_number,browserCookie,v_694,date,EMAIL_ADDRESS,billing_account_val,dim_payment_card_number,v_mt,cvc,attr_qu,c_lau,smukr77,pay,field_881,transaction_amount_val,pmt_card_number,BONUS_VARIABLE_PAY,c_643,card_last_four,c_474,f_798,c_481,confidence_interval,revenueSales,passhash,var_cii,credit_score,dim_829,floor,iso_4217,bankIdentificationNumber,routing_no,routing_number_raw,cardLastFour,field_crypt
Elizabeth Smith,67.778946,XXXX-XXXX-XXXX-2030,404,600,"$130,315",[INTERNAL] Q4 strategy review pending board approval,Japanese Yen,560,Retail,CREATE TABLE t (id INT PRIMARY KEY),Swiss Franc,380.24,"$10,179.92",CHF,"$9,063",Euro,"$39,678.78",Finance,30564919,12/28,845,[INTERNAL] Q3 strategy review pending board approval,07/30,Euro,INS-255576,"$38,755",7487489458,712,michael.king,Port of LA,58.2,Port of LA,13.05,3.11.66,"$8,896",6684.01,2018-09-04 11:14:51,"$415,032",461,601129750,GBP,Penetration,"$19,652",BILL-602877,06/24,81.5,84.03,USD,United States,Blade Runner,VaultKeeper,7791.4,82739.65,TX7 3FE,hr.employees,0x481978e9c5a705460d5157f0b16924e64f9cb79f,"$5,592,001",60884771,1557 shares @ $158.35,noah.moore@yahoo.com,"$1,842",52197,CHF,INS-274362,upsert,87391.14,East Side,BILL-130759,5254.55,Mary,3793-8913-1425-7542,linda_rodriguez,EUR,AUD,INV-419613,21.81,"$40,211",2129,653270986,_ga=7447356439.6905806,hr.employees,2019-07-31,emilyjackson27@gmail.com,BILL-994847,XXXX-XXXX-XXXX-9555,BRL,0098,"$36,404",8503,2021-12-22 22:01:32,"$110,083",521,90059.57,6011-3118-4416-2825,"$11,539",41.3,6389,IN,INV-768937,emma.harris@outlook.com,"[0.93, 92.33]","$133,384",$2b$12$l3ZDBGR1Bou5sHPgHu5dJ3vcAhOLR76d33EwqZpmu1rCpz9lLTnkT,INV-975687,827,5218.92,6972 Pine Rd,EUR,52236,166217621,707525527,5746,0x359551587d53d35ef887bbfbe28e071d56497c57
William Thomas,-84.770252,6011-1371-7024-6820,802,2973,"$107,820",[INTERNAL] Q4 strategy review pending board approval,US Dollar,642,Retail,CREATE TABLE t (id INT PRIMARY KEY),Swiss Franc,1025.99,"$56,125.47",USD,"$16,725",Swiss Franc,85110.28,Energy,05731535,03/24,601,[INTERNAL] Q2 strategy review pending board approval,08/25,Japanese Yen,INS-225339,"$16,355",07369821,340,james.wright,Hamburg,38.3,Shanghai,13.26,4.1.56,"$15,670",6234.82,2023-02-08T08:20:56Z,"$7,870,301",6907,491364,CAD,Cost-plus 25%,"$35,400",BILL-191677,09/29,7.0,22.04,USD,India,Blade Runner,Sentinel Monitor,3026.06,"$82,160.60",48808,analytics.events,0xc820f10d6800cb39992c022fe539e03705674822,"$1,777,891",8811158162,4794 shares @ $211.87,robert.anderson@yahoo.com,"$6,414",497378,AUD,INS-771043,update,99948.70,East Side,BILL-561308,591.39,Mason,6011-5965-2927-2074,mason_king,GBP,EUR,INV-816686,21.29,"$23,445",9732,884878614,_ga=8104831415.7535660,sales.orders,2026-01-23,annathompson@acme.org,BILL-214647,4195-6564-8255-4551,CHF,506,"$5,148",9767,2026-01-09T07:02:06Z,"$86,358",779,"$35,316.49",XXXX-XXXX-XXXX-3382,"$11,665",58.5,5008,FR,INV-954156,oliver.thomas@outlook.com,"[39.22, 83.97]","$7,288,538",$2b$12$7qQdLoNlefeXVcTzPVXqiYelIRK29MugJhH3r4ro1wRJgUlP6lwJd,INV-289750,717,3289.02,8708 Cedar Ln,JPY,373813,012835040,627462413,2807,0x457340e8bcc6e111037d5f89ee381ddd4db950d7
Susan Miller,72.078775,4821-4015-3700-4478,547,403,"$171,714",[INTERNAL] Q3 strategy review pending board approval,Euro,501,Retail,CREATE TABLE t (id INT PRIMARY KEY),US Dollar,4495.45,"$14,783.51",EUR,"$40,077",British Pound,"$82,393.65",Energy,844790010109,12/26,658,[INTERNAL] Q3 strategy review pending board approval,03/29,Euro,INS-464823,"$10,017",555032057336,660,aiden.wright,Rotterdam,35.7,Shanghai,9.42,5.14.48,"$44,419",1025.57,2022-08-24 16:04:20,"$606,970",614,373840,USD,Market-based,"$23,007",BILL-940321,06/26,30.0,39.23,INR,Australia,Interstellar,Widget Pro,1555.92,26040.68,AB5 9FR,hr.employees,0x64154bb45f8abb1545b9870edeead5c75ed742a0,"$4,011,690",9650639629,3092 shares @ $294.47,amy.robinson@gmail.com,"$46,669",427582,EUR,INS-318800,update,"$74,689.03",North Shore,BILL-249099,9614.76,Amy,XXXX-XXXX-XXXX-0682,susan_wright,JPY,AUD,INV-245443,95.19,"$34,434",6014,296564558,_ga=2577863123.9291417,hr.employees,2022-06-06,liamrodriguez@gmail.com,BILL-855235,4937-1297-4872-5368,GBP,887,"$37,069",2983,2024-09-19 22:22:36,"$181,917",820,"$23,815.91",3756-7952-9712-8425,"$49,193",7.5,1049,JP,INV-837812,olivia.moore@outlook.com,"[26.88, 64.05]","$7,704,010",$2b$12$hbi3HZSQ2I50LzBNeOXaZOHeNABw8oOcSjzUaS9rrNGBP9uasvO2X,INV-945537,533,9393.74,5262 Main St,INR,60111862,534698367,083122146,8903,0x67dc094fb77e9beab985de2950ac8ff842b6af97
Jessica Clark,-132.129138,4815-5218-8161-2624,421,4141,"$159,914",[INTERNAL] Q4 strategy review pending board approval,Swiss Franc,499,Finance,"{""type"": ""object"", ""properties"": {}}",Japanese Yen,5428.67,"$14,445.74",JPY,"$26,869",Swiss Franc,99392.51,Finance,61094414,09/24,448,[INTERNAL] Q1 strategy review pending board approval,11/26,US Dollar,INS-743656,"$38,229",45472290,461,richard.lee,Hamburg,56.6,Singapore,12.28,2.6.45,"$46,972",587.7,2025-07-15 23:57:08,"$3,825,466",5813,3701317,BRL,Value pricing,"$27,350",BILL-852466,07/29,73.5,69.25,EUR,United States,Blade Runner,NanoCore SDK,4866.45,"$60,156.70",PN1 2GY,hr.employees,0xf4b5abe5a6ba530d44c6ba0ff575be8e071588a3,"$3,060,516",7280948156,1451 shares @ $195.31,jessica.anderson@yahoo.com,"$47,978",60117159,AUD,INS-874645,delete,"$58,907.63",North Shore,BILL-781366,1460.8,Sarah,XXXX-XXXX-XXXX-2796,jessica_rodriguez,CAD,CNY,INV-668946,29.65,"$19,296",6115,769409478,_ga=8542656714.8819954,analytics.events,2019-01-20,john_miller87@yahoo.com,BILL-685449,5721-4061-4424-3015,EUR,5034,"$24,585",4293,2023-07-04 05:32:21,"$141,560",689,"$25,733.56",6011-1695-6133-8711,"$38,134",25.0,5932,AU,INV-342799,emma.martinez@outlook.com,"[12.69, 83.78]","$7,955,391",$2b$12$U21mNyTiQu1GGkUesNTE6CQMFjZfDPSeIYNMVryxiejqqqX85pN8o,INV-577847,429,2219.0,6174 Main St,AUD,3765969,750283277,740730529,3755,0xa43115ff76b98d8c73365e4091af7585d8a1d2ab
Linda T. Moore,-178.397268,3706-3254-8860-0851,750,364,"$135,056",[INTERNAL] Q4 strategy review pending board approval,US Dollar,819,Healthcare,"{""type"": ""object"", ""properties"": {}}",US Dollar,6262.37,"$64,163.75",BRL,"$38,582",Japanese Yen,97570.59,Healthcare,89756677,05/24,395,[INTERNAL] Q2 strategy review pending board approval,02/26,Japanese Yen,INS-565628,"$26,663",5276740217,753,michael.davis,Shanghai,22.5,Rotterdam,0.19,3.7.52,"$29,408",5442.13,2026-03-05T02:12:14Z,"$886,682",9394,425812,CHF,Market-based,"$5,291",BILL-999469,11/25,80.3,8.28,USD,Spain,Inception,SmartHub X1,5441.18,95829.94,90496,sales.orders,0x94bda00d576f44293a8845e0d4536b847670d146,"$6,490,103",76289608,3960 shares @ $60.83,david.jones@outlook.com,"$24,344",49180,CNY,INS-861769,insert,"$63,693.70",Downtown,BILL-669802,5631.74,Logan,5259-4884-7233-1527,amy_rodriguez,JPY,CHF,INV-684085,50.87,"$22,332",6933,410168786,_ga=8007138235.9306800,sales.orders,2024-03-30,amybrown@acme.org,BILL-680127,3787-3913-9498-8632,JPY,2350,"$4,909",2761,2018-06-28 13:09:18,"$84,284",479,74224.43,3789-8733-2103-2266,"$8,172",59.5,3545,JP,INV-705165,michael.clark@gmail.com,"[13.62, 88.43]","$3,757,938",$2b$12$8GKIzf9mMsnSKglLw2D1nW28gxetAUQZircGA1ydjOpqVFJtMxITV,INV-398193,408,6544.56,6548 Oak Ave,GBP,601120635,354689375,454995926,0887,0x590d04aef8a8efea64d797134c98925fd8a46028
Mary Wright,141.091268,XXXX-XXXX-XXXX-5266,378,897,"$170,134",[INTERNAL] Q4 strategy review pending board approval,British Pound,732,Retail,message Msg { string id = 1; },US Dollar,1898.87,4519.64,CAD,"$8,839",Euro,33694.49,Finance,83491634,01/29,572,[INTERNAL] Q1 strategy review pending board approval,10/30,Japanese Yen,INS-977976,"$32,110",9791823216,616,james.miller,Rotterdam,48.4,Rotterdam,3.03,2.11.52,"$48,624",1951.79,2019-06-09 03:40:10,"$9,251,544",1677,3747691,JPY,Value pricing,"$35,991",BILL-184807,06/28,93.8,56.77,INR,Italy,The Godfather,SmartHub X1,3347.02,"$2,406.84",83235,analytics.events,0x293805408dbe991ac1b681236028410d25f42ca0,"$3,558,205",8484640265,134 shares @ $353.88,jennifer.thompson@yahoo.com,"$47,610",601109035,CHF,INS-615055,delete,"$20,101.15",East Side,BILL-633765,7636.48,Emma,5639-9579-7209-4779,liam_williams,INR,USD,INV-156288,5.53,"$19,893",1407,207556504,_ga=5719688279.5194881,hr.employees,2024-11-04,robert_thompson41@acme.org,BILL-443217,6011-3621-5601-9412,JPY,824,"$3,367",0982,2025-03-16T04:47:38Z,"$179,178",525,"$38,822.99",5567-3533-2285-3672,"$14,797",64.9,8210,DE,INV-326801,amy.williams@gmail.com,"[10.44, 97.36]","$7,764,303",$2b$12$hpRsVRuKmvWDioH3uoqyEcUd5dXsqzEpS08q9C1OTpVuIE7Q7sZXX,INV-960666,362,628.66,9673 Maple Dr,CNY,58933,499660850,382722506,2030,0x0a12b80ff471d46346461dc33a5367cdcf86b757
Mary A. Lewis,-103.858705,4246-7192-9039-5584,543,2482,"$248,089",[INTERNAL] Q1 strategy review pending board approval,Japanese Yen,466,Energy,CREATE TABLE t (id INT PRIMARY KEY),Euro,8900.78,44152.17,USD,"$5,212",US Dollar,"$86,237.68",Education,046786875493,12/26,537,[INTERNAL] Q2 strategy review pending board approval,10/24,Japanese Yen,INS-592833,"$11,838",44724923,691,noah.harris,Shanghai,91.8,Rotterdam,13.58,4.16.12,"$26,721",1165.26,2026-04-13 13:05:07,"$7,553,222",137,531313,AUD,Premium,"$23,364",BILL-912233,06/29,11.7,39.77,USD,United Kingdom,The Godfather,AuditTrail Plus,4043.66,"$11,729.85",NY3 7KY,sales.orders,0x8787af834de905f715cf6dec3ec246a93de3c622,"$1,921,264",4734102508,4623 shares @ $169.57,jessica.taylor@gmail.com,"$22,889",565610,USD,INS-673859,delete,29758.88,Midtown,BILL-752037,4834.61,Sophia,3726-1335-6279-7714,jennifer_martinez,GBP,JPY,INV-552446,83.9,"$39,461",8879,589633383,_ga=4106610689.7835530,public.users,2022-04-14,robertlee@yahoo.com,BILL-428963,XXXX-XXXX-XXXX-2015,USD,786,"$10,402",6748,2023-10-01 13:51:45,"$175,351",485,33354.24,3772-2078-3045-7758,"$8,907",6.2,4777,BR,INV-574481,jennifer.harris@gmail.com,"[6.57, 60.1]","$8,000,734",$2b$12$9chlbPwQKFQWVoovQsBZWPxff57sZsIlhC5XayA0st3iS8JRqEqQ0,INV-112269,634,7414.61,625 Oak Ave,CHF,418550,872787650,314146583,4796,0xcf6141c7b8991824d3f5c5092b5b99cbadccef2f
Aiden Clark,176.401163,XXXX-XXXX-XXXX-4111,389,418,"$169,792",[INTERNAL] Q3 strategy review pending board approval,Japanese Yen,745,Finance,CREATE TABLE t (id INT PRIMARY KEY),British Pound,2603.69,"$91,917.92",EUR,"$31,129",British Pound,46712.50,Manufacturing,47029038,08/30,688,[INTERNAL] Q3 strategy review pending board approval,01/26,US Dollar,INS-469971,"$21,384",8513776842,750,olivia.rodriguez,Busan,35.5,Busan,1.46,3.2.39,"$7,396",4526.48,2018-04-08T05:35:00Z,"$6,152,744",0447,438278,CAD,Cost-plus 25%,"$3,279",BILL-688157,10/30,41.0,12.33,CNY,Canada,Interstellar,CloudGuard,2498.31,"$81,855.95",75560,sales.orders,0x655e3b75d7df3b43291a74347fc40f80c21ee079,"$3,493,992",66625561,4241 shares @ $297.32,susan.miller@gmail.com,"$46,046",41616,AUD,INS-803863,snapshot,"$91,288.67",North Shore,BILL-904730,6445.6,Jennifer,3795-0817-0567-7741,sophia_lewis,AUD,USD,INV-441239,1.51,"$37,186",1905,516731349,_ga=0811667676.9235641,public.users,2019-01-02,sarah_martinez18@acme.org,BILL-839593,6011-9474-6767-8141,JPY,237,"$48,390",4784,2023-06-28 09:33:47,"$199,628",318,"$97,666.09",3777-8514-9229-8284,"$15,877",19.8,5544,AU,INV-512823,liam.davis@gmail.com,"[28.08, 75.41]","$6,936,381",$2b$12$inDTfgX6y59nPaOkdtS6cQNGP6x6AIQdrRSxZq8cvUX0BMJm4hzSj,INV-497685,394,4240.88,820 Elm St,AUD,601179237,747317498,518160426,5277,0xe1431ba9d51ab4d08047b8ac62e1aa3ac138d97f
John Harris,109.422604,XXXX-XXXX-XXXX-5745,496,5857,"$30,831",[INTERNAL] Q2 strategy review pending board approval,US Dollar,333,Manufacturing,message Msg { string id = 1; },British Pound,2266.36,"$65,114.85",EUR,"$33,450",US Dollar,13018.57,Manufacturing,64952005,09/28,317,[INTERNAL] Q4 strategy review pending board approval,03/30,Euro,INS-357556,"$43,091",75152161,321,jessica.thomas,Singapore,46.4,Busan,1.54,1.13.35,"$3,682",8981.52,2022-12-11 19:19:09,"$9,606,855",6017,57571,AUD,Cost-plus 25%,"$20,256",BILL-794064,11/29,68.3,68.4,CNY,Singapore,The Matrix,NanoCore SDK,2896.1,92387.33,LM4 1XL,sales.orders,0x342994bf14e8ddf4e942a6e6271dba8de8acf903,"$9,368,056",7199954378,1642 shares @ $372.92,noah.thomas@yahoo.com,"$31,831",3799081,INR,INS-401754,upsert,"$72,202.49",Midtown,BILL-315577,5220.85,Liam,4677-8065-4026-4373,logan_harris,USD,CHF,INV-727641,22.53,"$49,919",7299,978711040,_ga=5949401976.8472093,analytics.events,2025-03-18,sophiamartinez67@acme.org,BILL-254397,3717-3892-3246-3692,AUD,3337,"$21,119",3666,2021-02-18 18:42:50,"$156,855",356,77807.98,XXXX-XXXX-XXXX-2440,"$27,862",38.8,1747,JP,INV-878690,mary.johnson@outlook.com,"[31.33, 88.28]","$2,815,294",$2b$12$H2JXsWpOwErV97pzGnF6gU4Lb9zFLt9zslHtd4SlJZFLPLiUqDwiT,INV-524417,400,2871.37,7839 Main St,JPY,57185,788863491,678512776,8644,0x96d42b2b6ba3418810f703d5fc5d617e01ef037e
Oliver King,-134.259965,6011-6785-4091-0063,386,3427,"$111,759",[INTERNAL] Q1 strategy review pending board approval,British Pound,567,Retail,message Msg { string id = 1; },British Pound,270.72,"$22,324.57",CHF,"$33,257",US Dollar,"$64,225.50",Retail,33604642,04/24,426,[INTERNAL] Q2 strategy review pending board approval,08/26,Swiss Franc,INS-541279,"$7,828",106630116542,308,richard.davis,Singapore,22.2,Port of LA,2.51,4.7.74,"$4,887",6988.97,2021-12-27T14:22:18Z,"$8,118,315",873,601166366,CNY,Cost-plus 25%,"$21,459",BILL-895636,01/26,85.0,84.97,INR,South Korea,Interstellar,SmartHub X1,1370.62,84255.73,CU5 9DH,hr.employees,0xdbaa2bca158c7f28c1023698edb7ca69f200ca13,"$3,294,044",4617302530,4114 shares @ $325.66,ethan.lewis@outlook.com,"$26,519",544386,GBP,INS-488025,upsert,35052.90,Downtown,BILL-224939,3899.02,Harper,XXXX-XXXX-XXXX-0483,oliver_martinez,CAD,GBP,INV-739798,33.39,"$35,827",0883,974529907,_ga=0173196417.1688527,hr.employees,2018-05-20,williamanderson@example.com,BILL-420065,3737-6498-9874-7727,CHF,6570,"$44,720",3738,2025-01-04 20:39:56,"$47,608",526,8270.05,5809-4269-1391-9847,"$48,754",23.5,7670,IN,INV-702479,susan.johnson@outlook.com,"[23.74, 71.26]","$2,875,479",$2b$12$CBxTIFGCbK9mIVd3YacAZmUo9TevuO40rQTVazEAYy8F39l0LyDvJ,INV-267273,324,6060.0,6653 Oak Ave,CNY,60118011,311916786,756894303,7019,0x9aef54b2504c9ff8844ce1c83ac72ad58d675bad
