YEAR,meta_glo,customer_date,fact_start_date,BINARY_VALUE,browser_user_agent_6,rank,enddt,start_dte,wpavx87,val_cron,correlation,dowval,v_433,createdAt,score_index_14,day_of_week,c_cur,ejz70,yearval,comment_note_data,CRON_SCHEDULE,f_848,start_date_v2,p_scor,rowcnt,score_index,record_count,RESOLUTION,srcsys,area,col_tbuw,dte,employeeId,x_hk,hostname,fjaiw54,RELATIONSHIP_TYPE,month_name,bodytext,filterPredicate,raw_period_interval,f_rblb,wab15,birthPlace,dim_month,scientificName,device_type,boolean_enumeration,customer_end_date,browser_user_agent_data,dt_time,airport,schedule_plan,field_542,end_dte,review,digitalCertificate,field_kel,c_28,start_date,deviceType,tjdm50,meta_uu,scoreIndex,d_start,CAPTION,roleJobTitle,raw_channel,end_date_data,PARTITION_KEY,field_gn,quarter,schemaTableName,raw_day_of_week,date,passportNumber,fax_number,channel_6,vintage,browser_user_agent,pvdh92,date_2,date_time_val,award_name,etlbatch,sentiment,RECORD_IDENTIFIER,dvbs28,fact_year,day_of_week_6,ingestion_time,field_cron,d_month,end_date,quarter_2,date_time,clock_time,qvo90,DATE,wyda41,x_982,v_time,month,col_oats,apiKeyToken,ipAddress
1996,2.1,2021-10-19,2019-04-03,0,Brave,3.55,2026-01-31,2021-04-08,2.33,25 19 * * *,0.7333,Friday,approved,2025-11-26T03:27:15Z,8.64,Friday,12.3,OH2089820,2001,Reviewed and approved.,"52 23 * * 0,6",Not recommended.,2019-03-31,7.0,73346,5.18,63361,3840x2160,PostgreSQL,28884.6,38,2024-06-11,EMP38614,Major finding: data retention,app-16.staging.example.net,Swiss Franc,Spouse,October,The product includes data processing activities.  This record includes customer interactions.  This record monitors customer interactions.,status != 'prod',FY 2025,2023-05-08,acme.org,Boston,June,Fe2O3,Smart TV,Inactive,2026-06-20,Safari,2019-01-18T00:00:00Z,LAX,Weekly on Monday,Guest,2025-12-20,Excellent service.,"-----BEGIN CERTIFICATE-----
+WdTgNlMgoGzrVuJjcCAlJeUWKFKEcclGawQxJqQgVCwWZF/I9bLvlKsUiVGltTk
-----END CERTIFICATE-----",2022-06-27,Phone,2023-07-02,IoT,638,Mr.,4.76,2025-05-25,Figure 15: Distribution,Data Analyst,In-Store,2023-05-30,dt=acme,ethan_robinson,Q3 2020,sales.orders,Wednesday,2024-09-10,K77913192,+1-818-597-7791,Phone,2002,Chrome,2022-06-17,2024-11-25,2018-02-04T00:00:00Z,Innovation Award,batch-20240907-61,Negative,TXN-628873,October,2012,Tuesday,2020-07-15 22:04:58,8 19 * * *,May,2026-12-23,Q1 2025,2022-01-28T00:00:00Z,18:33:52,Metformin,2025-06-09,2021-12-30T00:00:00Z,Chat,01:31:16,October,09:56:17,sk_gprXTunNzHC0yxAx7n4KJYuUbleyua1J,129.44.243.144
1999,1.83,2020-03-09,2019-08-09,1,Brave,6.58,2019-08-20,2019-01-20,9.39,11 15 * * 1-5,-0.6208,Thursday,active,2021-10-21 01:54:21,9.96,Thursday,95.25,IL5744051,2022,Resolved — no further action.,16 5 * * 1-5,Excellent service.,2021-07-17,1.16,21374,1.32,27221,2560x1440,Salesforce,41364.0,8330,2024-03-19,EMP30850,Observation: backup schedule,api-7.dev.acme.com,Euro,Sibling,October,The system monitors operational metrics.  The system includes compliance records.,type > '2024',Q1 2024,2022-10-29,service.cloud,Dallas,February,H2O,Mobile,Enabled,2020-10-08,Opera,2020-05-26T00:00:00Z,SFO,Daily at 2am,Guest,2018-12-12,Average experience.,"-----BEGIN CERTIFICATE-----
NEQI6wx6v83RlN7NS5CF0Km3EeoproHUboJkpKpjiglCzHvN0JL1Tu7hsOKpvZzj
-----END CERTIFICATE-----",2024-08-15,Phone,2022-04-19,Tablet,1013,Hon.,2.01,2021-12-27,Figure 4: Distribution,Sales Rep,Phone,2023-07-15,tenant=us-east,robert_walker,Q1 2022,analytics.events,Wednesday,2022-11-12,F14348523,+1-550-798-8100,Phone,2016,Edge,2026-07-29,2022-05-16,2022-10-31T00:00:00Z,Gold Medal,batch-20240825-64,Negative,TXN-845418,May,1992,Sunday,2025-05-26 01:01:13,3 0 * * 1-5,April,2022-10-31,Q1 2020,2026-07-11T00:00:00Z,23:19:45,Metformin,2026-06-14,2025-10-03T00:00:00Z,Social Media,14:54:27,March,03:42:42,sk_P5sL0qHF1HOH57HW8DqLaSE70mgYM23H,23.77.176.235
1996,5.51,2022-01-19,2019-05-09,0,Brave,6.34,2023-06-17,2024-06-14,5.87,50 0 * * 1-5,-0.4639,Thursday,approved,2021-08-18 09:43:26,7.44,Saturday,97.69,CO8041856,2011,Reviewed and approved.,32 9 * * 1-5,Not recommended.,2019-12-28,2.73,39653,3.55,43022,2560x1440,PostgreSQL,88346.1,5163,2018-01-15,EMP83235,Non-conformance: access control,db-6.staging.example.net,Euro,Manager,October,The service monitors compliance records.  The product represents customer interactions.,type != 'active',FY 2025,2023-11-22,service.cloud,Sydney,October,Homo sapiens,Desktop,Inactive,2020-09-15,Safari,2024-11-05T00:00:00Z,SIN,Monthly on 1st,Viewer,2022-10-31,Excellent service.,"-----BEGIN CERTIFICATE-----
LZEXoPeuql7C2L30/GNDTtu7De4AcVRf9Nn5lEvqxu8wLQSSQQUkJGazRPyfP3/G
-----END CERTIFICATE-----",2026-08-14,Email,2020-11-14,IoT,175,Dr.,5.25,2018-09-26,Figure 8: Distribution,Sales Rep,Mobile,2019-11-03,tenant=us-east,mary_williams,Q1 2021,analytics.events,Wednesday,2021-10-01,M70391454,+1-634-801-1676,Web,1992,Safari,2023-11-13,2020-05-29,2021-02-22T00:00:00Z,Excellence Award,batch-20230520-03,Mixed,5720694,May,2014,Sunday,2025-08-09T21:28:21Z,21 10 * * *,September,2022-08-24,Q1 2025,2018-12-28T00:00:00Z,22:42:01,Metformin,2022-06-30,2022-07-27T00:00:00Z,Phone,00:44:30,May,22:13:59,sk_2BQRqs2Sew1ZclgCJTA5HbuoXukm9hjX,230.246.131.40
2018,8.09,2022-06-28,2020-10-06,1,Chrome,2.89,2023-05-15,2023-04-11,9.1,"10 5 * * 0,6",0.2414,Monday,inactive,2018-10-23 22:58:54,2.88,Monday,48.4,CA5277805,2012,Flagged for review.,43 12 * * *,Not recommended.,2026-11-16,8.57,26764,2.16,37114,1280x720,Salesforce,48353.5,2517,2023-08-17,EMP66345,Non-conformance: access control,app-15.dev.example.net,Japanese Yen,Spouse,February,This record includes customer interactions.  This record represents transaction histories.  The customer account represents operational metrics.  The product tracks data processing activities.,date = 'prod',FY 2025,2026-06-30,example.com,Los Angeles,January,E. coli,Mobile,Enabled,2021-05-31,Edge,2024-02-13T00:00:00Z,SFO,Weekly on Monday,Viewer,2024-12-22,Excellent service.,"-----BEGIN CERTIFICATE-----
vR2XsJ+fvDmeCuVC94fb6K8c2pd8nCL0taieHoWCiEyrZSGe+JaQ/KT7Q+tdJ6ab
-----END CERTIFICATE-----",2023-02-13,Email,2021-07-19,Smart TV,0810,Mr.,6.23,2024-04-21,Figure 8: Distribution,Software Engineer,Phone,2023-12-01,dt=acme,elizabeth_young,Q3 2026,hr.employees,Monday,2025-11-21,M27003027,+1-231-459-6024,Mobile,1995,Safari,2023-07-08,2025-06-17,2025-11-07T00:00:00Z,Employee of the Month,batch-20260326-81,Negative,TXN-660808,March,2016,Wednesday,2019-01-22T15:22:11Z,47 11 * * *,January,2021-02-09,Q3 2026,2020-08-24T00:00:00Z,03:32:01,Aspirin,2021-01-23,2026-03-11T00:00:00Z,Phone,06:26:38,February,15:21:05,sk_jImR4wN2UiGUPu4EKpaYJlKvBSfGev9O,36.212.18.195
2003,7.72,2025-05-06,2018-06-17,1,Opera,6.94,2018-07-23,2020-12-08,1.58,45 15 * * 1-5,0.0107,Thursday,pending,2020-08-03 17:20:29,9.41,Monday,6.0,NC1391295,1995,Escalated to management.,9 13 * * 1-5,Excellent service.,2026-11-10,6.68,14127,3.24,70301,2560x1440,Workday,50813.1,9604,2020-12-19,EMP70428,Observation: backup schedule,cache-10.dev.acme.com,Swiss Franc,Child,December,The system manages compliance records.  The system manages data processing activities.,type > 'active',H2 2023,2020-11-25,company.net,Toronto,December,Homo sapiens,Wearable,Active,2026-05-30,Firefox,2023-10-03T00:00:00Z,CDG,Every 15 minutes,Owner,2022-03-22,Not recommended.,"-----BEGIN CERTIFICATE-----
YnEx70svDC/xj/6riBBmyuDbmtltwFQW+LtFB8+Wf70klknrt0ujKLAurHesiTHW
-----END CERTIFICATE-----",2025-09-26,Web,2023-03-20,IoT,6022,Hon.,8.6,2019-02-19,Figure 5: Timeline,Designer,Mobile,2019-11-18,region=us-east,ethan_jackson,Q2 2025,sales.orders,Friday,2019-03-26,D65869037,+1-758-291-4268,Chat,2012,Brave,2022-10-23,2023-10-28,2022-04-30T00:00:00Z,Employee of the Month,batch-20190818-97,Positive,4385870,July,1992,Sunday,2025-07-02 18:55:14,26 14 * * *,July,2018-02-02,Q1 2024,2024-10-22T00:00:00Z,23:10:57,Metformin,2024-04-15,2019-11-25T00:00:00Z,Phone,17:59:45,December,19:35:05,sk_eUsnPQZJf0my7YgZkZ5AHKBtJ25ffR1N,92.236.246.120
2014,9.76,2020-06-29,2025-09-17,0,Safari,4.53,2021-11-15,2022-05-07,5.27,56 10 * * *,0.1268,Thursday,active,2022-11-16T09:12:53Z,1.8,Wednesday,20.38,IL7733936,2014,Needs follow-up next quarter.,56 13 * * 1-5,Needs improvement.,2020-09-15,1.84,88425,3.45,13622,2560x1440,Salesforce,63540.0,6654,2019-03-11,EMP52000,Non-conformance: access control,app-9.prod.acme.com,US Dollar,Parent,August,This record monitors compliance records.  The customer account monitors operational metrics.,status IN 'prod',2020-2025,2025-08-05,data.io,Miami,April,Homo sapiens,Desktop,Disabled,2026-02-26,Safari,2024-09-16T00:00:00Z,SIN,Every 15 minutes,Editor,2023-02-03,Not recommended.,"-----BEGIN CERTIFICATE-----
jGPLn65QMwME3Abqmxx8KhVOtwuneAw+BWH5bu3QTKJGWeIqkJSV5KM1Pejtp+Ua
-----END CERTIFICATE-----",2020-12-23,Web,2019-11-13,Smart TV,328,Ms.,7.08,2019-07-24,Figure 6: Overview,Sales Rep,Email,2020-01-27,tenant=2024-01,william_miller,Q1 2020,public.users,Friday,2018-09-02,J85752420,+1-487-538-3941,Web,2024,Firefox,2026-11-05,2023-11-21,2024-06-30T00:00:00Z,Innovation Award,batch-20210730-59,Positive,1691602,February,2002,Tuesday,2018-11-14T15:42:39Z,26 16 * * 1-5,November,2024-04-01,Q4 2021,2020-10-01T00:00:00Z,01:11:45,Amoxicillin,2024-11-23,2023-08-10T00:00:00Z,Chat,11:00:13,December,21:33:28,sk_c7JGhldxyjhOZpge7RdQCqCjnqUzHePs,117.187.30.173
2003,4.57,2021-06-16,2020-01-16,1,Opera,6.53,2019-10-10,2019-10-24,9.25,42 3 * * *,-0.2496,Saturday,inactive,2020-06-08 18:56:16,4.85,Thursday,95.74,TX7367443,2020,Resolved — no further action.,"34 13 * * 0,6",Average experience.,2018-02-03,3.66,81992,2.69,78534,2560x1440,Kafka,4017.7,6970,2022-11-20,EMP69387,Non-conformance: access control,api-12.dev.example.net,Swiss Franc,Sibling,August,The system manages data processing activities.  The system represents data processing activities.  The product represents compliance records.  The service includes operational metrics.,type IN '2024',Jan-Mar,2022-09-26,data.io,Atlanta,September,C6H12O6,Smart TV,Active,2020-04-28,Safari,2026-09-24T00:00:00Z,NRT,Monthly on 1st,Viewer,2024-05-22,Not recommended.,"-----BEGIN CERTIFICATE-----
ry2Y0XGWTGIFieYtyaHQ5gQiEbAxVyWYf/hAWgU6vCT5voXw68T4ht/k4AgK97F8
-----END CERTIFICATE-----",2023-07-10,Phone,2018-07-22,Smart TV,8445,Rev.,5.61,2020-07-17,Figure 14: Timeline,Software Engineer,In-Store,2025-01-31,region=2024-01,jessica_clark,Q3 2024,analytics.events,Wednesday,2025-10-07,U62115934,+1-862-641-6578,Phone,2020,Opera,2019-09-04,2023-11-17,2020-10-20T00:00:00Z,Innovation Award,batch-20230521-75,Neutral,5625412,June,2004,Wednesday,2026-05-04 19:40:02,36 23 * * *,September,2022-10-09,Q4 2026,2022-05-24T00:00:00Z,13:35:47,Aspirin,2022-12-26,2026-10-27T00:00:00Z,Social Media,01:29:50,September,17:25:11,sk_EWhW4FUNNuHENTfejg06rGXaB1R2fIj9,153.173.203.127
1996,0.5,2026-07-14,2026-07-03,1,Brave,1.01,2024-09-06,2018-05-07,4.3,33 14 * * *,-0.3972,Sunday,pending,2025-12-21T19:56:01Z,5.13,Monday,79.26,WA9614997,1997,Updated per client request.,46 6 * * *,Needs improvement.,2025-07-23,2.21,70874,3.27,89602,1280x720,Salesforce,55446.4,6001,2026-10-06,EMP56582,Major finding: data retention,app-3.prod.example.net,British Pound,Spouse,March,The system includes transaction histories.  The system tracks customer interactions.,type < 'prod',FY 2025,2024-09-20,company.net,Paris,October,Fe2O3,Tablet,Disabled,2020-03-26,Opera,2025-05-02T00:00:00Z,JFK,Daily at 2am,Editor,2026-01-20,Needs improvement.,"-----BEGIN CERTIFICATE-----
Af5vs/E5HONfo22vPJsWpYcUXonGQYglVEg+eCU5s6FEa5BQfHzKoIMJmyiUB6pM
-----END CERTIFICATE-----",2020-04-21,Chat,2020-11-30,Mobile,9456,Hon.,8.1,2023-12-18,Figure 18: Distribution,Designer,Mobile,2025-06-09,region=us-east,liam_anderson,Q2 2022,public.users,Tuesday,2026-05-25,M75104257,+1-933-958-8277,Phone,2008,Edge,2024-10-28,2026-01-26,2025-05-08T00:00:00Z,Excellence Award,batch-20221218-35,Positive,TXN-786157,October,1990,Thursday,2020-04-08T10:34:54Z,25 21 * * 1-5,August,2021-06-20,Q4 2026,2024-02-09T00:00:00Z,00:49:51,Aspirin,2026-03-26,2020-03-27T00:00:00Z,Email,20:16:22,May,18:14:54,sk_LUTiebO5vbZ2smMLQ8ISSfMcBSwx04ja,177.198.181.124
2012,5.18,2019-12-29,2022-08-24,0,Opera,4.49,2019-03-06,2020-06-24,2.99,49 22 * * 1-5,-0.7639,Sunday,inactive,2021-01-14T09:28:15Z,7.5,Monday,68.07,NY4036527,2019,Resolved — no further action.,0 10 * * *,Average experience.,2019-06-28,3.34,83660,2.48,1493,1280x720,SAP,94979.7,1108,2024-06-09,EMP54396,Major finding: data retention,app-2.prod.acme.com,Japanese Yen,Peer,March,The system monitors operational metrics.  The system represents customer interactions.  The service represents transaction histories.  The product represents operational metrics.,type < 'active',Jan-Mar,2025-09-19,example.com,San Francisco,June,Homo sapiens,Smart TV,Disabled,2025-11-06,Chrome,2018-03-08T00:00:00Z,JFK,Daily at 2am,Viewer,2024-07-04,Needs improvement.,"-----BEGIN CERTIFICATE-----
9iKa4CRwHCG7nodfE8uMbNKLU/IA+K98QRP5WCwW0yk933TwF0a6IsSmf7VIb6XE
-----END CERTIFICATE-----",2026-08-23,Social Media,2024-01-04,Mobile,003,Mr.,3.15,2026-01-12,Figure 11: Overview,Software Engineer,In-Store,2019-07-02,tenant=2024-01,logan_walker,Q4 2025,analytics.events,Friday,2023-03-14,V19208882,+1-712-727-9212,Email,2011,Brave,2023-11-11,2024-05-04,2021-05-19T00:00:00Z,Employee of the Month,batch-20230213-58,Neutral,4237442,May,1990,Monday,2024-10-15T17:18:17Z,21 16 * * *,July,2024-03-16,Q1 2024,2018-08-27T00:00:00Z,18:39:43,Ibuprofen,2022-01-27,2020-02-01T00:00:00Z,Chat,23:52:19,September,00:44:36,sk_kErfp9gbqszGIT5of63D96SSYPBLv6jL,199.120.65.172
2017,2.41,2018-09-16,2020-01-27,1,Edge,4.63,2025-12-15,2024-11-27,5.0,25 16 * * *,-0.759,Monday,pending,2021-06-15 02:23:37,7.71,Thursday,69.4,CO7419257,2022,Pending verification.,25 14 * * 1-5,Needs improvement.,2019-10-07,0.34,76675,1.89,63767,3840x2160,Kafka,1540.4,6093,2018-02-25,EMP67880,Major finding: data retention,db-10.dev.acme.com,Swiss Franc,Parent,January,The service manages customer interactions.  The product represents customer interactions.  The customer account monitors data processing activities.,status > 'active',2020-2025,2020-06-29,example.com,San Francisco,April,H2O,Mobile,Disabled,2025-02-23,Firefox,2021-11-04T00:00:00Z,SFO,Weekly on Monday,Admin,2023-01-10,Needs improvement.,"-----BEGIN CERTIFICATE-----
haCrccrDMclv9JktB8KvWxID07dok8HiA+RHlo2PdvU+Yt6tMkurmu2YhNd672hi
-----END CERTIFICATE-----",2023-10-18,Chat,2024-05-16,Wearable,6699,Rev.,0.62,2018-08-12,Figure 12: Comparison,VP Engineering,Social Media,2022-06-22,region=us-east,liam_clark,Q3 2025,public.users,Friday,2021-07-28,B34251886,+1-793-288-8819,Social Media,2018,Chrome,2026-07-15,2025-07-22,2018-12-01T00:00:00Z,Best Paper,batch-20190127-73,Mixed,ID-922911,July,2002,Tuesday,2020-11-15 09:05:32,18 8 * * 1-5,February,2026-05-09,Q1 2024,2022-02-28T00:00:00Z,21:02:26,Lisinopril,2019-08-19,2019-08-22T00:00:00Z,Social Media,19:49:54,February,00:57:14,sk_u7FirK9kCtEe8HUQh0zN6NMJN4gbxtxK,146.180.30.171
