workPermit,dim_market_value,raw_passport_number,lab_result_field,val_kkhc,birth_name,x_ejju,maiden_nm,natl,CREATED_AT,WORK_PERMIT,first_name,var_830,genderpii,signature,mname,valrule,v_user,var_996,tax_identifier_raw,status_code,c_sign,social_media_handle_raw,field,ADVERTISER_ID,customer_venue_name,employeeRecord,meashum,bplace,raw_data_format,username,relationshipType,EMAIL_ADDRESS,empid,advid,firstName,meta_rit,recordIdentifier,chat_id,phn_number,screen_name,citizenship,f_180,sex,biography_22,device_advertising_id,meta_yw,date_of_birth_data,title_prefix_raw,attr_221,dim_emp,c_109,socialSecurityNumber,col_birth,col_782,years_old,social_media_handle,dim_soc,c_part,val_aw,x_550,SOCIAL_SECURITY_NUMBER,platformOs,DRIVER_S_LICENSE_NUMBER,duration,raw_birth_place,p_tnpu,e_mail,user_advertiser_id,phone_number_raw,c_mess,fact_browser_cookie,trx_amount,dim_email_address,ethnic_group,raw_username,FIRST_NAME,c_pzfp,bonus_variable_pay_38,d_empl,fpztuf1,measdens,var_303,x_firs,email_domain_data,nullable,meta_976,social,bday_place,messaging_id_14,fullname,p_gr,messaging_id_info,username_14,dln,encoding,dateOfBirth,phone_number,fax_number_raw,marital_status_info,PRESSURE,tax_identifier,median,dim_165,raw_naics_code,birth_place_val,d_fw,src_employee_id,dim_nationality,ethnicity_race_14,eml_address,username_2,maiden_name,maidenName,taxIdentifier,state_id,birth_place,customer_paypal_account
WP-CA-336192,"$683,291,466",G13992098,Glucose: 168.7 g/dL,Black,Brown,Williams,Thomas,Italy,2024-07-07T08:41:23Z,WP-US-314751,Emily,high-priority,Male,sig_c1d7a9e6de181c72,Y,NOT NULL,aidenwalker830,Married,97-4845303,pending,sig_227345c39e60903f,@williamyoung638,type,ADV-R4JE7ZHUKK,Grand Ballroom,EMP-60187,93.6,Phoenix,YAML,linda.taylor734,Spouse,james_wright@acme.org,EMP76912,ADV-39MHM4UTK3,Jennifer,snapshot,515112,jennifer_moore,(960) 476-9615,susan_taylor929,Netherlands,liam_martin@yahoo.com,Male,James is a Designer with 26 years of experience.,ADV-17DVTL2A58,Johnson,0002-06-1966,Mr.,"2854 Park Blvd, Atlanta, OH 55921",EMP36660,12-24-1966,116-47-1889,Dallas,19.54%,79,@annadavis934,@sophiajones725,tenant=acme,de,Chat,XXX-XX-8232,Windows,NC5071286,28640,Sydney,@patriciajohnson359,david_white@example.com,ADV-G439QM7VAA,655-501-6385,anna_anderson,_ga=9988547266.8267740,"$72,317.43",aiden.robinson@company.com,Asian,emma_garcia996,Logan,+1-710-704-9057,"$10,099",EMP-37459,Same Day,5.833,44,Oliver,acme.org,NO,862.49,@ethanmartinez678,Paris,liam_lewis,John Walker,Black,harper_moore,david_moore593,OH9223835,UTF-16,09-27-1981,+18415663830,+1-558-591-4736,Divorced,787.6,76-2810079,22.7854,emilysmith724,301149,Denver,Non-binary,EMP76292,Singapore,Mixed,james.wright24@gmail.com,liamwilliams193,Harris,Rodriguez,32-9430348,TX6191755,Toronto,john.walker@outlook.com
WP-MX-796422,"$344,950,311",V67300402,Hemoglobin: 115.4 g/dL,Other,Thompson,Johnson,Wright,South Korea,2022-11-27T22:10:30Z,WP-IN-529523,Amy,stable,Male,sig_02d788bb23f4dc86,U,UNIQUE,elizabethclark466,Divorced,78-9692371,pending,sig_050dbd381fb8a550,@michaelmiller520,created_at,ADV-1XQP2RD3L9,Amphitheater,EMP-16742,79.2,Denver,CSV,jessica_rodriguez367,Parent,mason.jones@gmail.com,EMP67798,ADV-V8V2EO17QG,Mason,update,ORD-890000,noah_lewis,(501) 512-9077,aiden_martinez635,South Korea,johnmartin62@company.com,Other,Harper is a Designer with 28 years of experience.,ADV-KFG9QP68CO,Clark,08/13/1952,Mrs.,"9852 Maple Dr, Toronto, OH 87830",EMP84859,09-04-1961,685-73-8387,Denver,56.43%,69,@sophiamoore850,@harperwilliams63,tenant=us-east,en,In-Store,643-28-9537,Android,PA9868228,83085,Boston,@oliviathomas948,oliverjones88@gmail.com,ADV-GGY9T3O1A3,(652) 916-5776,liam_king,_ga=5724503271.4190330,"$67,443.20",noahlee@company.com,Other,mary.thomas400,Oliver,+1-398-264-9428,"$33,580",EMP-55667,Express,5.542,17,David,example.com,false,241.11,@davidbrown451,New York,olivia_young,John Miller,Asian,jessica_thompson,ethanwright456,OH1059574,ISO-8859-1,0010-15-1989,999 698 9100,+1-728-864-3476,Married,966.9,13-8381742,83.8555,mary.thompson268,890014,Miami,Male,EMP54108,Sweden,Other,susan_harris@outlook.com,aiden_johnson546,Harris,Lewis,19-2118557,NC6165400,Chicago,jessica.miller@outlook.com
WP-DE-205976,"$782,053,689",M60116480,Cholesterol: 234.9 mg/dL,Hispanic,Johnson,Young,Wright,Japan,2020-11-12 23:19:23,WP-CA-582944,Mason,experimental,Non-binary,sig_474b519569a6676e,V,CHECK (val > 0),david.davis128,Single,32-7362109,approved,sig_7d2207595c69674a,@ethanjackson541,name,ADV-AWRGHR3Z27,Amphitheater,EMP-28136,67.1,Denver,YAML,annamiller587,Spouse,patricia.moore@outlook.com,EMP82932,ADV-DFD5BC2TPT,Richard,upsert,8279358,ethan_rodriguez,(946) 835-2157,olivia.garcia367,Israel,noah.jones34@outlook.com,Non-binary,Robert is a Software Engineer with 21 years of experience.,ADV-CXIAUHKUY2,Young,0001-15-2000,Mrs.,"5424 Elm St, Dallas, PA 63898",EMP61700,0003-16-1952,781-40-5514,Toronto,93.99%,36,@emmathomas621,@marysmith760,dt=acme,ar,Phone,800-66-2751,Android,FL4782684,36357,Phoenix,@michaelanderson349,olivia.brown@example.com,ADV-P6S2REG2VZ,752.956.8337,lucas_walker,_ga=4355358226.3884167,"$64,202.01",mason.walker@company.com,Asian,mason.jackson389,Ethan,+1-548-836-4746,"$37,910",EMP-68813,Express,6.927,94,Noah,gmail.com,YES,210.18,@sarahthompson454,Sydney,olivia_smith,Ethan S. Lewis,Other,robert_harris,emily.young357,NY1419569,ISO-8859-1,0001-14-1959,+15385907223,+1-563-859-7962,Married,99.1,22-8453752,-41.7291,mason.miller34,860076,Austin,Non-binary,EMP29937,France,Black,david.thompson@outlook.com,ethanwalker521,Wright,Clark,19-2959203,IL8131734,Seattle,william.davis@gmail.com
WP-US-459151,"$904,956,441",U31077025,Cholesterol: 277.2 K/uL,White,Miller,Moore,Rodriguez,France,2023-01-03 00:43:44,WP-IN-129419,Patricia,approved,Female,sig_ff128fb01c0db0c4,E,BETWEEN 1 AND 100,harpermoore314,Divorced,78-7719488,approved,sig_b8dadfdc4f6f059d,@jennifermartinez973,type,ADV-QVX9H5TQ8G,Amphitheater,EMP-52342,72.2,Houston,JSON,aiden_martinez454,Child,emmaanderson8@gmail.com,EMP59654,ADV-3OT4B38UXU,Emma,delete,4734181,sarah_wright,669.537.9986,susan_anderson862,Norway,loganmoore@acme.org,Non-binary,Emma is a Software Engineer with 11 years of experience.,ADV-7IDVWA8IHF,Jones,03/26/1980,Dr.,"7395 Oak Ave, Austin, WA 38048",EMP57280,0005-28-1974,569-33-5122,Austin,25.93%,67,@harperdavis374,@robertbrown786,dt=2024-01,hi,Email,XXX-XX-9429,Android,CO5498429,672,Berlin,@ethanmartin167,lucas_anderson31@outlook.com,ADV-VCO55AIWKP,+16886319606,aiden_white,_ga=1193719218.3916529,73087.24,noah_lee@example.com,Other,anna.lee62,David,+1-204-762-3397,"$4,025",EMP-94489,Overnight,11.76,109,Mary,acme.org,false,620.27,@masonjackson187,Sydney,noah_williams,Lucas Y. Wright,Black,jennifer_taylor,aiden.jackson670,NC2275143,UTF-8,07/02/2009,537.562.5703,+1-790-320-7987,Single,1852.6,70-2852032,-54.4888,liam_robinson787,557942,Paris,Non-binary,EMP33822,United States,Hispanic,jamesclark@acme.org,william_davis277,Anderson,Young,48-5530153,OH1010837,Miami,lucas.moore@gmail.com
WP-CA-734437,"$26,997,343",G42233585,Glucose: 243.2 g/dL,Mixed,Young,Young,Thomas,Italy,2018-04-10 03:02:58,WP-MX-287053,Noah,high-priority,Male,sig_3ef3c41c155d4eb9,U,MATCHES '^[A-Z]+',richard.robinson9,Divorced,86-4373758,rejected,sig_57e2d5b94f784590,@sarahwalker108,status,ADV-UH0SQ8HN2L,Convention Center,EMP-33428,25.4,Denver,CSV,patriciajohnson575,Spouse,jenniferjackson@gmail.com,EMP56833,ADV-GK5LQ3F08M,Sarah,delete,REC-765824,susan_clark,270-727-7895,emily_harris908,Australia,anna_martinez@outlook.com,Non-binary,Noah is a VP Engineering with 27 years of experience.,ADV-UBOR7J91ZW,Taylor,0001-28-1996,Mr.,"717 Cedar Ln, Tokyo, GA 77267",EMP99483,0005-25-1949,404-57-8515,San Francisco,6.44%,104,@oliverjohnson106,@davidmiller556,region=acme,ja,Chat,742-46-3818,macOS,CO9009223,11982,Phoenix,@susanclark379,richard_wright@acme.org,ADV-LF0S632ZIO,620 869 9826,elizabeth_robinson,_ga=0581141817.1969950,98512.86,robert_lee20@yahoo.com,Asian,liamwalker904,Richard,+1-680-572-6454,"$30,933",EMP-37276,Same Day,7.543,38,William,acme.org,false,880.14,@oliverlee500,Sydney,logan_thomas,Harper Y. White,Mixed,jennifer_white,williamwalker54,PA4795450,ASCII,08/08/1951,807.563.6415,+1-444-672-8581,Widowed,611.5,38-4693414,-43.6121,elizabeth.rodriguez36,570880,Houston,Female,EMP11714,Switzerland,Other,oliver.walker47@gmail.com,susan_martin847,Williams,Harris,54-2215719,NY3796082,Denver,susan.harris@gmail.com
WP-BR-726921,"$133,855,686",X15380098,Glucose: 83.0 g/dL,Other,Lee,Martinez,Garcia,Japan,2019-05-13 13:45:52,WP-BR-447225,Patricia,high-priority,Other,sig_9968ec5cee15ca8f,B,MATCHES '^[A-Z]+',logan.lee609,Widowed,59-1658822,failed,sig_a66fc91d6a4cb6e4,@williamanderson529,created_at,ADV-02WTLWGT3R,Grand Ballroom,EMP-16251,59.7,Denver,Avro,emily_clark392,Manager,liammoore97@outlook.com,EMP96207,ADV-TTDV3UB5IQ,Patricia,snapshot,6675283,john_smith,+13985488537,harper.young905,Israel,jessicawright77@example.com,Male,Robert is a Designer with 5 years of experience.,ADV-DST7TSLC8B,White,11-17-1961,Mrs.,"2782 Oak Ave, Dallas, WA 98334",EMP18000,02-17-1980,621-71-1393,Dallas,42.88%,19,@sophialewis427,@jennifermartinez547,dt=2024-01,es,Mobile,XXX-XX-9482,Chrome OS,IL4775996,77250,Toronto,@aidenmartinez996,jessica_young80@gmail.com,ADV-02R2ZAA7I3,(735) 709-7714,robert_garcia,_ga=8667163029.8783322,"$68,281.74",oliver_johnson91@example.com,Black,patricia_jones941,Noah,+1-479-670-9094,"$38,901",EMP-26387,Same Day,14.141,74,Sophia,yahoo.com,false,952.64,@olivertaylor494,Phoenix,noah_rodriguez,Harper Robinson,Mixed,noah_miller,jennifer.anderson39,TX9516604,ASCII,02-05-1961,455.244.7163,+1-784-958-1503,Single,615.5,38-3579747,76.7679,emily_johnson457,672037,New York,Female,EMP53851,Norway,Mixed,masonthompson@outlook.com,richard_harris489,Walker,Robinson,27-3266801,CO3983930,Portland,sophia.clark@outlook.com
WP-FR-407374,"$402,035,180",S96495662,WBC: 203.7 g/dL,White,Garcia,Lee,Brown,India,2025-06-03T06:29:25Z,WP-CA-862178,Anna,stable,Male,sig_f22a0ebce0ad1f30,F,BETWEEN 1 AND 100,jennifer.martinez993,Divorced,88-6214039,inactive,sig_3c769e081f266259,@harperclark872,id,ADV-JBLSL73MHX,Amphitheater,EMP-10734,28.8,Seattle,Avro,mary.martin993,Peer,emma_clark34@yahoo.com,EMP49111,ADV-XI8MJI21OK,William,snapshot,ID-837462,jessica_johnson,963-684-3509,amy.walker634,United Kingdom,mason.brown@gmail.com,Female,Richard is a CTO with 28 years of experience.,ADV-9PK2G726OL,Thomas,06-20-1998,Dr.,"2970 Elm St, New York, TX 37539",EMP46988,0001-05-2002,XXX-XX-4580,Chicago,63.76%,43,@noahmiller632,@williamyoung906,tenant=2024-01,zh,Chat,314-10-3812,macOS,CO7550953,3103,Boston,@lucasthomas529,susangarcia59@gmail.com,ADV-TSQW6Q4XDW,393-789-8000,emily_williams,_ga=6377562824.7474475,"$8,820.58",olivia.moore@acme.org,White,jennifermoore205,Oliver,+1-685-772-3249,"$5,568",EMP-88364,Standard,4.676,72,John,acme.org,NO,125.13,@michaelmoore646,Berlin,james_lee,Mary Williams,Mixed,amy_garcia,oliviaclark454,PA3632052,ASCII,07/24/1942,763-280-2597,+1-355-978-7071,Married,240.4,94-2097963,69.4578,liam.williams57,510548,Berlin,Female,EMP91587,Switzerland,White,jamesgarcia@outlook.com,amy_young839,Lee,Robinson,78-6589875,OH9364151,London,richard.jackson@yahoo.com
WP-MX-813036,"$10,848,488",A41023478,Hemoglobin: 163.1 g/dL,Mixed,Taylor,Harris,Martin,South Korea,2023-09-02 05:24:17,WP-US-147476,Harper,experimental,Other,sig_dbfef539ab104a22,X,CHECK (val > 0),sarah.jackson133,Single,15-8053315,completed,sig_4177ed0147c2eb4b,@harperclark708,email,ADV-94N8E5HZYT,Convention Center,EMP-24382,24.5,Toronto,Avro,ethan.martin214,Child,liamrodriguez54@acme.org,EMP48228,ADV-QVF2EAXH4T,Emma,upsert,USR-899543,ethan_anderson,(973) 665-3721,lucas_walker526,Germany,robertrodriguez94@outlook.com,Male,John is a Product Manager with 4 years of experience.,ADV-8MJH03M4VT,Brown,11/06/1992,Hon.,"2960 Pine Rd, New York, NY 23924",EMP45538,06-02-1941,XXX-XX-6173,Seattle,41.62%,77,@robertjohnson561,@oliviayoung630,region=2024-01,zh,In-Store,731-65-8240,iOS,GA2697692,18483,Tokyo,@sarahthompson603,lucaswalker64@gmail.com,ADV-04H4RMOJ0L,487 659 4905,ethan_williams,_ga=9036442618.4920459,96809.57,robertyoung@gmail.com,Mixed,anna_king632,Emma,+1-558-966-5227,"$30,179",EMP-53571,Economy,0.86,56,Jessica,outlook.com,NO,545.06,@masonrodriguez179,Los Angeles,emily_martin,Elizabeth H. Lee,Mixed,emily_martin,william_smith56,TX1885544,ASCII,07-08-1976,884 332 9905,+1-787-507-3644,Divorced,1936.6,62-7604166,76.1388,michael_moore62,999505,Houston,Non-binary,EMP94737,France,Hispanic,robert.wright@example.com,elizabethwalker583,Davis,Johnson,52-5552854,FL3698076,Boston,richard.wright@gmail.com
WP-JP-652891,"$732,211,209",I90928283,Cholesterol: 185.2 mg/dL,Mixed,Harris,Anderson,Martinez,Germany,2025-01-03 05:23:54,WP-GB-181955,Michael,deprecated,Female,sig_6f7d4dfac75b5a28,Y,CHECK (val > 0),elizabeth.garcia476,Married,59-8541216,rejected,sig_e5f4722a2ebc13e6,@emmataylor246,created_at,ADV-KP6PQ6PMGT,Conference Hall,EMP-29843,65.9,Phoenix,YAML,jamesthomas700,Manager,mary.davis@company.com,EMP48140,ADV-4Z7VE32KWO,Robert,insert,9316773,susan_moore,708.558.4968,ethanking99,Mexico,emma.wright27@acme.org,Male,Michael is a VP Engineering with 3 years of experience.,ADV-JI10XO3U3H,Robinson,0009-01-1962,Rev.,"6307 Oak Ave, Phoenix, FL 72891",EMP78045,01-18-1955,337-45-2278,Los Angeles,54.84%,80,@oliviawhite853,@richardharris853,dt=acme,fr,Chat,519-70-3002,iOS,PA9950626,49580,Miami,@michaelthompson651,patricia.lee@acme.org,ADV-EBZB1DYMKR,(903) 262-9531,patricia_lee,_ga=3294669571.1507611,51896.94,lucas.lee38@outlook.com,Hispanic,jennifer.jones89,James,+1-529-422-5066,"$45,565",EMP-93340,Freight,19.66,29,Olivia,company.com,NO,793.4,@robertrodriguez351,London,susan_johnson,Linda Williams,Mixed,john_wright,richardmoore56,PA5328358,ASCII,01/11/1996,+15012948661,+1-718-701-2533,Divorced,692.5,48-8175264,14.3742,amywright365,762503,Paris,Male,EMP82348,Australia,Asian,sophia_clark22@gmail.com,sophia.moore339,Jackson,Brown,76-5358088,CO4175163,Dallas,anna.williams@yahoo.com
WP-CA-442517,"$48,676,027",R68880743,Cholesterol: 103.4 g/dL,Asian,Young,Garcia,Lee,Mexico,2025-04-15 20:07:44,WP-GB-226908,Oliver,high-priority,Non-binary,sig_8a65e661a444d4f8,N,UNIQUE,ethanharris595,Single,61-9471451,approved,sig_3c98c37bee1f186c,@annasmith554,type,ADV-V8F8G1X8V9,Convention Center,EMP-45160,45.4,Berlin,Parquet,robert.lee9,Spouse,susanjones45@company.com,EMP89167,ADV-4VX26ON1FX,Liam,upsert,6077978,noah_brown,930.561.7512,aidenwilliams400,Canada,noahwalker3@example.com,Female,John is a CTO with 7 years of experience.,ADV-IRH59X43PE,Young,09/14/1984,Rev.,"302 Pine Rd, Miami, PA 36910",EMP57028,02-16-1982,215-70-6141,Houston,80.56%,38,@richardthomas783,@marywhite275,dt=acme,es,Phone,872-71-8292,Chrome OS,TX7937045,39156,New York,@aidenthompson182,jessicaclark@gmail.com,ADV-SK1UR9O3MX,(604) 855-8331,mary_williams,_ga=4694222101.5386066,63360.47,david.garcia@gmail.com,Asian,oliver.wright995,Anna,+1-662-518-5235,"$25,532",EMP-93921,Express,3.724,47,James,acme.org,YES,488.72,@michaelthomas331,Dallas,harper_martinez,Olivia Wright,Hispanic,john_jones,patriciagarcia920,OH9410854,ISO-8859-1,0001-01-1998,785.316.9972,+1-443-959-1345,Single,1406.7,82-5283226,71.6156,sarah.wright412,485356,Dallas,Male,EMP47261,Brazil,Mixed,amy.martin@acme.org,liamjones319,Jackson,Thomas,32-3550726,CA7523724,New York,william.martin@outlook.com
