day_of_week_38,cronSchedule,apprvstat,CRON_SCHEDULE,monthval,gtin,ts,start_date,meascpu,date_time_info,col_bro,src_permission_level,month_number,x_51,day_of_week_v2,c_adv,meta_801,device_type,DATE,src_period_interval,ISO_CURRENCY_CODE,score_index,day_of_week,prescription_54,channel_info,scientific_name,dateval,END_DATE,dim_month,username,enddt,genericIdentifier,dim_153,x_glhl,f_664,user_event_name,START_DATE,user_agent,field_score,deviceType,date,dim_voiceprint,user_date,fact_end_date,SCORE_INDEX,field_angle,quarter,yearval,end_dte,DEVICE_TYPE,c_cooki,NUMERIC_RANGE,devtype,review_text,quarter_2,mjthkc73,maphxg27,dt,startdt,naics,file_path_field,lab_result_46,qft39,risk_level,date_info,end_date_info,vehicle_identification_number,insert_time,effective_date,iot,soft_delete_flag,index,customer_score_index,score_index_70,c_317,cronval,x_ea,vintage,val_jna,color,c_vnnk,x_ih,length,cron,mtr31,month_46,time_of_day,ynefvy1,x_yea,dim_dev,user_gender_pii,month,jvh26,var_bro,nullable_flag_field,date_2,dim_start_date,x_kvmj,channel,score_index_2,dev_type,QUARTER,val_euyv,attr_start,channel_2,passwordHash,CHANNEL,device_type_info,os,p_vw,DATE_2,field_ytc,x_hbg,DATA_LINEAGE,period_interval_38,wordemb,start_date_raw,timeOfDay,val_750,val_nzr,val_kww,period_interval_field,user_created_at,default_value,medium,start_date_2,digital_certificate_46,nxkzfp7,landmark_poi_54,dim_tta
Thursday,"36 9 * * 0,6",Pending,"16 11 * * 0,6",April,6622536218337,2018-03-10T16:11:04Z,2023-07-15,12.6,2022-07-22T00:00:00Z,Edge,Viewer,February,source_col -> field_b,Monday,ADV-YZ3R2YGP4V,2019-01-22,Smart TV,2022-02-03,Jan-Mar,GBP,9.07,Saturday,Metformin 500mg,Social Media,Fe2O3,2024-04-29,2025-03-28,September,elizabeth.young583,2024-11-03,d354d92e-7138-4a90-933f-efdbd3ac200d,2021-05-12,G3EL6OCO9PPGBIOFN,2023-10-20,Annual Expo 2022,2025-08-07,Firefox,2.93,Tablet,2026-05-14,voice_c9d0647716f11cb8.wav,2022-04-20,2022-10-08,0.6,272.02,Q2 2026,2001,2021-09-25,IoT,_ga=5846736005.7514560,5-56,Mobile,Great product!,Q3 2025,https://example.com/users/a3d5f9cb/profile,2.04,2023-09-21,2018-05-30,697761,/var/tmp/batch_331.xml,Glucose: 271.9 mg/dL,46-7218348,Low,2018-01-23,2026-03-12,HYTR6IKLWPI0GQBEZ,2020-02-26 00:39:45,2020-10-27,Desktop,false,4.08,2.33,4.15,Bloomberg,21 22 * * 1-5,Asia,2008,9.45,Orange,2021-10-07,7 years,400.82,40 5 * * *,0x08c8014672bf9ff23636041e698e829e1da62b68,November,17:15:35,October,2012,IoT,Non-binary,December,BILL-132722,Firefox,NO,2023-08-29,2020-09-11,49 20 * * 1-5,In-Store,6.33,Desktop,Q4 2025,4385-8154-8283-6393,2023-01-03,Email,$2b$12$RCAGtE28M70qp9BtoS3mzyb4qyOBUp9RgFP2knwy6orbAOSjSNhzO,Mobile,Wearable,Windows,2.98,2018-12-18,Email,Competitor Skyline Partners launched Widget Pro,staging.orders -> reports,Q1 2024,"[1.1916, -1.0843, 0.7409, -0.0506, 0.21, -0.0118, 0.6862, -0.1088]",2021-03-06,08:31:10,Inactive,December,January,H2 2023,2018-04-03 17:01:15,null,Web,2022-09-19,"-----BEGIN CERTIFICATE-----
TiiBS3giXujKLAYEl0Ycy+BGY1Gq+Svpr5dbY4Al6kofLc8Ogab/8aUi57Mh9eHM
-----END CERTIFICATE-----",Mobile,Central Park,2021-04-11
Monday,39 9 * * 1-5,Rejected,"52 14 * * 0,6",June,2635145959476,2018-01-24T22:04:13Z,2024-04-06,59.4,2019-12-04T00:00:00Z,Firefox,Viewer,September,field_a -> target_col,Sunday,ADV-PG302VNVLZ,2022-07-10,Wearable,2023-11-10,FY 2025,INR,7.73,Sunday,Albuterol 90mcg,Email,H2O,2026-05-04,2022-08-02,December,anna.walker700,2021-07-17,f96f5055-2792-495f-aadb-75c8380aab71,2023-03-29,WFRNZW1WNQG85QU0K,2019-03-29,Global Expo 2021,2021-05-05,Brave,3.78,Mobile,2020-08-07,voice_7b500666ad714f33.wav,2019-07-31,2018-07-12,0.73,220.19,Q3 2025,2006,2024-05-13,Desktop,_ga=5311382939.8679537,47-72,Tablet,Excellent service.,Q1 2022,https://example.com/users/e7400f33/profile,2.54,2026-04-21,2021-08-13,304402,/var/uploads/export_956.csv,Hemoglobin: 174.1 g/dL,36-3842359,Low,2023-02-18,2021-08-16,5H590ODC5Z3IX240R,2019-02-11 03:22:58,2023-04-18,Wearable,false,3.59,4.89,0.57,Bloomberg,25 14 * * 1-5,Asia,2012,2.05,Gray,2022-06-07,1 year,397.42,50 2 * * 1-5,0x6b808cc6b1dd7b72892c98c070859e737d5e5491,April,18:53:47,July,2024,Smart TV,Non-binary,August,BILL-536665,Chrome,NO,2023-11-26,2026-04-26,3 20 * * *,Mobile,3.31,Tablet,Q2 2024,6011-8216-5596-8301,2019-06-27,Web,$2b$12$ObSHMGTTQQEKqPiey6iCL2GvL91FoR3M5cWjqKUInk75smTCw9SNB,Social Media,Smart TV,macOS,2.6,2022-10-09,In-Store,Competitor Beacon Analytics launched SmartHub X1,curated.users -> reports,FY 2025,"[1.1033, -0.5859, 0.6622, 1.1522, 1.6841, -0.7836, 0.1148, 1.2384]",2019-08-05,02:10:04,Disabled,October,June,2020-2025,2018-09-25T00:13:57Z,'',Email,2026-06-03,"-----BEGIN CERTIFICATE-----
en/xWooZD+iJ+Ax0oHLEG7beGCSyTuHujEiwjZLasaN5kdU2I0qzIr3YoLJIsidB
-----END CERTIFICATE-----",IoT,Golden Gate Bridge,2026-07-26
Wednesday,"42 23 * * 0,6",Pending,11 22 * * 1-5,July,3842438543602,2019-11-22 18:13:11,2024-05-19,82.3,2018-08-08T00:00:00Z,Opera,Viewer,October,input -> output,Thursday,ADV-XPUJTLEF7O,2022-11-29,Mobile,2018-10-06,Q1 2024,CHF,4.57,Saturday,Metformin 500mg,Mobile,NaCl,2026-07-25,2019-11-29,November,oliverrobinson389,2021-01-06,387fb57b-7ba8-4dcf-a860-c98cc00a4c4f,2026-03-28,DU9R01I3X2GZB8ZBY,2024-06-21,Data Conference 2023,2026-03-22,Safari,2.82,Smart TV,2019-11-05,voice_a60ab919bae6a99e.wav,2018-07-10,2020-11-08,3.24,223.0,Q2 2022,2009,2025-07-24,Tablet,_ga=2187534309.9776918,20-58,Wearable,Excellent service.,Q2 2024,https://example.com/users/3acd89b4/profile,2.37,2018-04-13,2019-03-11,276511,/var/logs/daily_953.log,Hemoglobin: 175.3 mg/dL,96-9777463,Critical,2022-08-13,2021-06-05,C9Q94VY8RFDRNUZRT,2019-07-27 12:21:36,2025-11-19,Desktop,true,6.01,1.48,6.03,WHO,"18 6 * * 0,6",North America,2000,4.27,Black,2021-08-08,7 years,997.92,25 16 * * *,0xbfefad8a035051de9eecc8895c2a72caea4bdd61,August,15:40:44,August,2004,Mobile,Non-binary,February,BILL-128492,Opera,NO,2018-08-26,2018-05-20,"3 1 * * 0,6",Phone,9.96,IoT,Q3 2021,3767-9919-0605-4667,2019-12-29,Email,$2b$12$ZLDzwrdrC8vDg8Gy1Ukcsm0o6FZGRMPUm3IqmmjUG2MrlAC93db00,Chat,Wearable,Linux,1.47,2022-10-22,Email,Competitor Acme Corp launched StreamLine ERP,raw.users -> exports,FY 2025,"[1.4651, 0.8206, -0.3299, 0.6324, -1.7861, -0.8606, -0.4426, -0.8553]",2021-11-17,14:19:55,Inactive,August,December,Jan-Mar,2025-04-27 18:17:44,null,Chat,2025-12-07,"-----BEGIN CERTIFICATE-----
d1c7NROZEtzBIN/f3khhR7jhYiQQq3YUHAGEa3xQyLXl5lV86xi/t7OCqtzPFICw
-----END CERTIFICATE-----",Tablet,Central Park,2020-09-15
Wednesday,"34 17 * * 0,6",Approved,"5 13 * * 0,6",August,1358046918428,2023-04-05T16:56:36Z,2023-10-24,46.9,2024-02-24T00:00:00Z,Opera,Owner,November,input -> field_b,Monday,ADV-TN1I3NJ22A,2020-03-16,Desktop,2019-11-11,2020-2025,USD,2.48,Thursday,Ibuprofen 200mg,Phone,Fe2O3,2018-06-18,2021-05-05,December,ethan_jones299,2021-11-14,9ea44075-b624-4aa6-9ec1-0f64b811f0f1,2020-05-30,F151YEGV46QPB4SRY,2022-02-27,Tech Expo 2025,2025-08-19,Firefox,5.1,Mobile,2022-02-21,voice_c26fe6eedc7c5487.wav,2023-12-30,2018-09-30,7.66,4.37,Q2 2020,2016,2018-12-04,Smart TV,_ga=6334110013.8310911,25-95,IoT,Needs improvement.,Q1 2023,https://example.com/users/58761c81/profile,2.92,2026-08-27,2025-01-19,862195,/var/uploads/daily_638.log,Glucose: 53.1 mg/dL,99-2657048,Negligible,2021-06-09,2023-12-19,N77CSZ4F1X23UKOQ5,2019-12-06 03:03:05,2026-08-10,IoT,false,9.02,5.07,4.19,Bloomberg,21 14 * * 1-5,Antarctica,1995,7.87,Yellow,2022-07-07,7 years,77.84,"33 10 * * 0,6",0xe04488eb1df5581d6eaf53367b8f79ee55db607a,March,15:11:24,February,2021,IoT,Female,September,BILL-968173,Firefox,false,2019-04-17,2021-06-10,44 20 * * *,Chat,8.23,Tablet,Q2 2025,3711-6130-4047-7700,2022-01-29,Social Media,$2b$12$6rfyr2NOuZDhIT8ok5yjVOi3TUVzaX207WGY4h0Wppq5TB3Pr6v6m,Social Media,Smart TV,iOS,8.04,2018-04-23,Web,Competitor Acme Corp launched CloudGuard,raw.orders -> reports,H2 2023,"[0.0812, -0.2773, -0.5349, 0.3277, -0.7083, -1.8148, 0.034, 0.579]",2022-10-03,07:57:58,Active,May,August,Jan-Mar,2025-10-02 21:54:58,0,Mobile,2019-04-24,"-----BEGIN CERTIFICATE-----
Ohf/hnZoOEtHohpxJ3krSIDvNdLgpwaYE3tSKtUOHjOMWi6jEFp7JpUv9QJ35IPj
-----END CERTIFICATE-----",Smart TV,Big Ben,2018-12-29
Tuesday,30 10 * * 1-5,In Review,7 3 * * *,January,1294098311153,2021-02-27T03:14:44Z,2025-01-23,87.8,2022-09-08T00:00:00Z,Firefox,Admin,September,source_col -> output,Tuesday,ADV-OLR2FM6KTS,2025-06-25,Desktop,2024-10-12,Jan-Mar,CAD,3.88,Sunday,Albuterol 90mcg,Email,Homo sapiens,2026-02-12,2026-11-14,May,sarah_anderson283,2021-07-06,da20d0d9-9bdc-4fb7-9664-9c32d62478c5,2023-01-09,UN7QTLFYUHFTE8Y4R,2019-03-01,Tech Forum 2026,2025-12-15,Brave,9.43,Mobile,2026-01-17,voice_250d7136ac65c882.wav,2021-05-23,2024-01-10,1.51,167.92,Q4 2020,1995,2018-03-03,Mobile,_ga=6579033153.4483239,10-58,Tablet,Great product!,Q4 2025,https://example.com/users/a0f51c25/profile,1.14,2026-04-27,2021-08-30,313657,/var/uploads/batch_609.json,Hemoglobin: 81.8 K/uL,61-7458593,Low,2018-09-11,2022-08-02,70BNE0YHJN25SFQ7S,2026-06-24T11:57:00Z,2024-07-26,Smart TV,false,7.96,3.57,7.89,CDC,54 23 * * 1-5,Antarctica,2017,4.43,White,2023-05-03,7 days,406.0,49 22 * * *,0xfa72daaaf5298d5898b0b35946100af695abe57f,May,20:07:35,January,2007,Mobile,Male,February,BILL-659437,Edge,true,2019-12-18,2020-01-16,"1 7 * * 0,6",In-Store,7.62,Tablet,Q4 2024,5818-5214-6074-3454,2022-11-21,Mobile,$2b$12$KEnFX6OzsFpDHJyaSpXgFC9NgCw0maFi565rpnOztCyOmBjOlSYMV,Chat,Mobile,Chrome OS,0.74,2020-05-22,Chat,Competitor Vertex Technologies launched Sentinel Monitor,staging.events -> exports,FY 2025,"[-0.7997, -0.1404, 0.8092, -0.2155, 0.1974, -0.179, 0.2072, 0.2941]",2024-09-28,05:56:41,Disabled,July,December,2020-2025,2025-01-25 23:23:18,'',Phone,2023-02-24,"-----BEGIN CERTIFICATE-----
rMNFBO3qlLdSrzn3rR6GxlFWHUeWXw14SbBaB+x/s1q8oOPmp0ZMxRyoKpI6olTO
-----END CERTIFICATE-----",Wearable,Central Park,2021-10-20
Friday,22 15 * * 1-5,In Review,25 17 * * 1-5,May,1802727077327,2021-03-22T07:13:56Z,2021-11-29,18.4,2023-03-22T00:00:00Z,Firefox,Editor,March,source_col -> field_b,Monday,ADV-EJZX5BU3OG,2024-07-04,IoT,2026-08-08,Q1 2024,GBP,6.21,Tuesday,Omeprazole 20mg,Email,Fe2O3,2023-12-18,2018-09-18,August,susan.robinson458,2021-12-30,2f38d893-f51b-4531-ac69-452cd3054e79,2020-06-02,DVWLUDTSXMOSYVEST,2021-02-08,Global Summit 2021,2026-12-17,Safari,6.51,Wearable,2020-02-08,voice_88d5d086b6a62ad7.wav,2022-10-26,2019-10-22,1.75,164.22,Q1 2025,1992,2023-07-26,Smart TV,_ga=8569866473.1944357,10-80,Wearable,Average experience.,Q2 2024,https://example.com/users/7cce0b6d/profile,8.65,2022-01-07,2021-08-24,138166,/var/tmp/export_276.json,Glucose: 159.3 K/uL,31-6523037,Negligible,2023-08-02,2025-03-12,3N6BVI3R17CR9F4YG,2026-12-11T08:58:19Z,2018-10-17,Tablet,true,1.67,4.07,9.35,Bloomberg,49 6 * * 1-5,Antarctica,2004,1.52,Blue,2021-05-25,7 days,192.8,6 12 * * *,0x2c59941a5e59d278ab77e345669fac8b1ebebf9c,March,20:49:54,February,1992,Wearable,Other,April,BILL-155607,Brave,YES,2025-03-05,2025-01-09,49 11 * * *,Phone,5.78,Desktop,Q4 2026,5141-3295-3885-7602,2018-09-18,Web,$2b$12$mwngXzOxr9XfiZ5t1QiqgscscmfqODvW984BYl3qBQjBya2qHGjbQ,Social Media,Wearable,Windows,8.08,2022-03-26,In-Store,Competitor DataCraft Inc launched VaultKeeper,raw.events -> exports,Jan-Mar,"[-0.4555, -0.8685, 0.8063, -0.4719, 0.2526, -0.8564, -0.1371, -0.2521]",2024-12-27,08:08:04,Active,January,July,H2 2023,2022-01-06 10:41:47,false,Mobile,2026-11-02,"-----BEGIN CERTIFICATE-----
0o7PJLHanquUKD6R0gRPC7HtXKW0ILx8WUWmYKBFqmNpYCo1wkZi8mY8RgJaapcj
-----END CERTIFICATE-----",Desktop,Eiffel Tower,2018-12-25
Thursday,33 1 * * *,Rejected,24 5 * * *,February,7422013322711,2025-05-27T21:15:14Z,2024-03-24,27.3,2018-02-20T00:00:00Z,Edge,Viewer,February,field_a -> output,Sunday,ADV-6NUY1QAP4A,2020-08-30,Mobile,2026-10-14,2020-2025,EUR,2.84,Wednesday,Lisinopril 10mg,Web,E. coli,2023-04-08,2024-06-21,November,oliver.king738,2024-09-04,795b5bfb-120a-4edb-bd94-2b4e49b3bff0,2026-04-21,AF01QNUXZA73RGCFQ,2021-01-07,Global Forum 2021,2022-07-04,Chrome,8.0,Desktop,2026-11-18,voice_d067324478980a1e.wav,2023-01-13,2025-03-14,8.26,342.6,Q3 2026,2006,2021-06-24,Desktop,_ga=3082836830.9807147,48-64,Smart TV,Not recommended.,Q3 2021,https://example.com/users/efe0354b/profile,2.74,2020-07-05,2025-08-18,251517,/var/tmp/export_394.xml,WBC: 127.4 K/uL,22-2101568,Medium,2019-01-26,2022-12-08,QSW00P0OMLLCIYUAS,2024-09-13T12:44:35Z,2021-09-05,Smart TV,false,9.77,3.76,7.44,Census Bureau,7 5 * * *,North America,1993,0.0,Purple,2024-03-08,7 days,887.74,59 18 * * 1-5,0x4ec8a3e2dc3985b01bc29685878ac4961affa7f9,September,20:01:02,December,1992,Smart TV,Male,April,BILL-257781,Chrome,true,2025-06-22,2026-07-23,25 22 * * *,Social Media,2.72,Mobile,Q1 2021,5461-1507-5240-4506,2025-02-06,Web,$2b$12$twemVu4z6ra32ybcdsNl3bjuCaBA0f8bnJrrZfJlwdBf2xn8B8TSv,Chat,Desktop,Linux,9.93,2021-01-09,Email,Competitor Vertex Technologies launched DataSync 3000,raw.users -> exports,H2 2023,"[-0.2967, -2.2841, 0.5311, -0.4001, 0.3119, -0.4, -0.1181, 0.9829]",2021-02-01,19:32:16,Inactive,December,June,Q1 2024,2023-10-16T04:56:58Z,false,Mobile,2020-04-09,"-----BEGIN CERTIFICATE-----
PENa2bR2e4ZfIwdQ1+EWZOTRyz7tGW7LirgMQJEtXtsXzSihMM9RnG6mXW+lGg29
-----END CERTIFICATE-----",Desktop,Statue of Liberty,2018-02-01
Sunday,36 0 * * *,Pending,49 12 * * *,June,8840037629273,2022-04-23T13:41:23Z,2021-12-12,97.9,2024-08-09T00:00:00Z,Opera,Editor,May,field_a -> field_b,Monday,ADV-ZUGQ0XINZJ,2018-09-27,Smart TV,2025-02-28,2020-2025,BRL,6.94,Tuesday,Metformin 500mg,Web,Homo sapiens,2024-11-14,2022-06-07,February,richard.rodriguez948,2021-05-18,4e0bd8fe-930f-487f-9797-5bcdfef71fb0,2025-03-25,D53LGG1179EFRFPTI,2019-03-28,Tech Expo 2020,2023-02-16,Chrome,9.24,IoT,2026-11-16,voice_e0bb4ef70c5bbe73.wav,2024-11-28,2025-06-11,4.51,205.23,Q3 2026,2003,2019-03-31,Mobile,_ga=4192608762.4849038,21-56,Desktop,Not recommended.,Q4 2023,https://example.com/users/59b7572e/profile,7.06,2022-10-06,2020-10-28,693161,/var/data/batch_18.csv,Cholesterol: 142.2 K/uL,13-4594001,Negligible,2021-03-01,2025-05-31,ZCIIAS8T6HWWWXCM6,2023-08-11 18:15:19,2020-06-16,Wearable,false,7.17,9.05,6.16,Census Bureau,55 17 * * 1-5,Antarctica,2004,5.2,Purple,2025-11-04,30 days,524.4,"36 18 * * 0,6",0xf66f86a9d22cf6166d69a95970efafc7e4fd532c,May,17:54:21,May,2020,Mobile,Non-binary,November,BILL-874461,Firefox,YES,2025-07-26,2025-10-08,"29 1 * * 0,6",In-Store,7.92,Desktop,Q4 2020,4237-2207-4454-0427,2023-09-24,Web,$2b$12$YQU6hF2hHIIZiuazQ7qhIOpvAF7y27cehlM6tv60wkIOB6uPUDnbS,Mobile,IoT,iOS,6.79,2025-02-24,Email,Competitor Beacon Analytics launched StreamLine ERP,staging.users -> reports,H2 2023,"[-1.102, 0.5039, -0.8248, -1.993, -0.3505, 0.553, -1.1414, 0.8607]",2021-05-12,10:55:08,Inactive,May,February,Q1 2024,2026-09-25 03:39:54,1,Chat,2019-01-13,"-----BEGIN CERTIFICATE-----
aOz/qZjRz0zDkee3JBN2m03G+f0ZNotgcs8SMcFak4xttKdNuFvWKcLWhAbmefhB
-----END CERTIFICATE-----",IoT,Golden Gate Bridge,2024-01-27
Thursday,10 19 * * *,Approved,"52 19 * * 0,6",April,0975282518512,2025-11-01T11:59:49Z,2021-10-27,21.8,2022-05-14T00:00:00Z,Edge,Guest,July,field_a -> target_col,Wednesday,ADV-WFDOUEKH39,2022-06-11,Desktop,2026-05-16,2020-2025,USD,4.7,Saturday,Lisinopril 10mg,Phone,E. coli,2018-05-02,2026-09-22,February,elizabethanderson813,2021-02-09,1b27c9cb-3810-4d31-8257-b54806f37f82,2023-10-20,IYWDF7L30X6HYOJST,2019-07-30,Tech Conference 2025,2024-07-04,Edge,8.76,IoT,2025-03-21,voice_0912d64296c46d47.wav,2025-09-04,2024-03-14,5.22,322.43,Q4 2022,2016,2022-02-17,Tablet,_ga=1645465701.8176193,5-77,Desktop,Great product!,Q4 2025,https://example.com/users/e32e0ef4/profile,4.01,2023-11-11,2020-11-22,350316,/var/tmp/batch_762.xml,Glucose: 213.3 mg/dL,44-6359796,Medium,2019-04-11,2022-09-28,0FJ0M0YG09ASEXAXD,2022-07-08T02:06:35Z,2025-11-03,Tablet,false,0.95,7.94,6.41,Census Bureau,18 7 * * 1-5,Oceania,1996,3.11,Black,2023-08-29,indefinite,194.05,"49 7 * * 0,6",0x5e5299411e28c6777719d223dc69ff7f7be028f3,September,22:48:24,September,2017,Smart TV,Male,January,BILL-397671,Edge,YES,2019-07-08,2021-06-27,24 16 * * 1-5,Email,4.63,Mobile,Q1 2024,6011-7456-8900-1978,2021-10-20,Chat,$2b$12$sA9redCZrT14oenfrh1YueeoImRRzTNnQP8Jet8p50xEUMDP0o2EW,Web,Wearable,Android,9.97,2024-04-07,Mobile,Competitor Beacon Analytics launched CloudGuard,staging.events -> exports,FY 2025,"[0.0163, -0.7177, -2.4975, 1.9367, -2.0128, -0.3957, -0.9609, -0.7801]",2022-11-16,11:44:36,Disabled,September,February,FY 2025,2022-04-02 23:09:08,'',Social Media,2024-08-05,"-----BEGIN CERTIFICATE-----
+2YV860rSht5Cec7laQevaVSlgqnbYA8AopwGh8i0u3kWXs0dSirbHoYJsx0csZQ
-----END CERTIFICATE-----",Smart TV,Central Park,2024-02-25
Monday,"16 6 * * 0,6",In Review,"15 7 * * 0,6",January,7318541637783,2024-12-17 21:07:13,2019-04-09,30.6,2025-01-27T00:00:00Z,Edge,Owner,November,source_col -> output,Thursday,ADV-JUZEAZKY8A,2022-01-31,IoT,2026-01-06,H2 2023,AUD,9.12,Tuesday,Ibuprofen 200mg,Email,NaCl,2026-02-12,2018-07-22,November,sarah.lee427,2018-03-07,7baedfd2-e14d-4cf4-84f3-201d630d277b,2021-08-05,X3BNZR6FLOTRKI3OL,2026-03-25,Global Expo 2022,2019-04-12,Firefox,1.38,Tablet,2026-06-29,voice_fcfcb935ef0c56b3.wav,2022-08-23,2020-10-04,3.99,216.66,Q1 2026,2010,2026-09-23,IoT,_ga=1946751588.7764332,10-68,Tablet,Needs improvement.,Q1 2020,https://example.com/users/2c3933b6/profile,7.52,2020-03-22,2019-02-27,742946,/var/tmp/batch_533.xml,WBC: 169.5 K/uL,65-5829866,Medium,2026-08-28,2023-06-30,QPQXR49CUUGU8HXCY,2022-05-06 19:24:12,2021-02-05,Smart TV,true,7.88,8.74,7.36,WHO,14 21 * * 1-5,South America,1995,0.05,White,2020-03-05,7 years,375.57,32 5 * * *,0xa47fe39c1f8765725cc2bb8cfcc6f8176d8ae49a,June,02:35:48,September,1990,Mobile,Non-binary,March,BILL-881441,Brave,YES,2023-11-17,2018-02-09,49 13 * * *,Phone,1.76,Desktop,Q1 2022,XXXX-XXXX-XXXX-7354,2026-11-07,Chat,$2b$12$IOL6DRtQiUqq2r4wUWow031ClHyoG0dunTex22hkZQxnglf62Ydiq,Phone,Smart TV,Linux,4.74,2019-09-10,Chat,Competitor Acme Corp launched SmartHub X1,staging.orders -> analytics,H2 2023,"[0.2933, 0.1493, -1.3018, 1.0436, -0.2612, -1.7945, 0.1406, 0.2422]",2020-03-16,07:49:10,Enabled,June,June,H2 2023,2026-05-13T07:01:25Z,0,Web,2022-06-01,"-----BEGIN CERTIFICATE-----
TwyPLN2QDvs5AxG2lnmwzoZ7bXNUuZVvUXw6TelI1/wFW9DJcvYUum+UmG79GxfD
-----END CERTIFICATE-----",Desktop,Central Park,2022-06-06
Tuesday,27 13 * * *,In Review,12 22 * * *,November,4723999989438,2026-06-21 05:30:36,2026-06-22,18.2,2023-02-08T00:00:00Z,Brave,Viewer,December,source_col -> field_b,Friday,ADV-DRBDSMHZ1D,2021-08-11,Tablet,2020-08-16,FY 2025,INR,8.01,Thursday,Lisinopril 10mg,Phone,Homo sapiens,2023-03-30,2020-06-24,January,harper.young131,2021-07-21,306f2233-cfa6-471e-a858-b22f91a33e7a,2025-02-18,02QS329Z2IPWUTN88,2024-05-04,Annual Forum 2023,2020-05-05,Safari,9.2,Tablet,2020-06-17,voice_addb70d14248d52b.wav,2020-06-11,2018-02-21,4.15,58.69,Q3 2025,1997,2019-12-03,Mobile,_ga=1787622366.6328886,21-95,IoT,Average experience.,Q1 2026,https://example.com/users/7dc2620b/profile,9.69,2020-07-17,2023-03-21,529903,/var/tmp/batch_14.parquet,WBC: 165.4 mg/dL,82-9771355,High,2018-11-28,2023-01-21,C6DKTX63MJDZ30M05,2019-10-20T22:50:46Z,2021-11-21,Desktop,false,4.67,4.89,8.39,Bloomberg,35 9 * * 1-5,Antarctica,2022,7.64,White,2023-02-12,indefinite,636.24,56 10 * * *,0x2642eb2cb1019fa90e6dd91e0c3051acebd0976f,September,15:57:43,March,2026,Smart TV,Male,August,BILL-773500,Opera,true,2018-01-23,2020-11-15,9 22 * * 1-5,Web,0.17,Smart TV,Q3 2021,XXXX-XXXX-XXXX-1931,2020-07-29,Web,$2b$12$pWGJKsHK9GPkoR4OgegEfwBRAyZHVstealM9Sqb766L4MBa0sZb4k,Social Media,Wearable,macOS,7.09,2025-11-04,Email,Competitor Meridian Health launched AuditTrail Plus,raw.users -> analytics,H2 2023,"[0.4042, -0.2075, 1.1704, 0.7189, 1.9505, -0.5698, 0.0913, 0.6579]",2018-07-06,04:42:48,Inactive,July,November,FY 2025,2022-10-04 20:32:40,null,Email,2024-03-18,"-----BEGIN CERTIFICATE-----
PKEiu1ENP+MOYUIfX452pyDiG9HIwPcSjey/U0uIDKxaB2kq6Pq48vmj7Hc6zdgf
-----END CERTIFICATE-----",IoT,Golden Gate Bridge,2020-09-19
Wednesday,10 17 * * 1-5,Approved,1 7 * * 1-5,December,0595696230649,2026-11-07T14:54:16Z,2020-04-27,23.6,2024-05-14T00:00:00Z,Edge,Owner,May,input -> target_col,Monday,ADV-LAVXE13MJP,2018-03-26,Desktop,2025-12-31,H2 2023,CHF,3.95,Wednesday,Lisinopril 10mg,Chat,C6H12O6,2018-12-19,2018-06-16,September,jennifer.harris387,2021-09-07,e40f7631-e740-4ab3-a39e-5bbc1a06d338,2019-12-19,P4J49AKA0NA5CXZOH,2025-03-06,Data Conference 2024,2022-10-08,Safari,3.54,IoT,2025-03-16,voice_f4f344e131da8a81.wav,2025-05-21,2022-07-02,8.43,170.18,Q2 2026,2021,2024-05-15,Tablet,_ga=9401196511.5351353,0-52,Tablet,Not recommended.,Q1 2024,https://example.com/users/bfe10303/profile,8.92,2018-12-09,2022-09-19,153689,/var/exports/daily_506.xml,Cholesterol: 225.9 mg/dL,60-8423873,Low,2023-06-05,2018-03-27,LPYKSU6S2MXD5X8ZZ,2022-07-25T20:24:44Z,2026-04-09,Mobile,true,3.1,1.61,1.12,Reuters,"37 9 * * 0,6",Asia,2014,5.58,Purple,2026-02-10,7 days,838.07,0 9 * * *,0x577c7cb1a960e76d13fa50270faa7521794d8ef4,November,17:26:44,February,2011,Mobile,Female,January,BILL-618631,Chrome,NO,2021-09-08,2025-03-26,"15 12 * * 0,6",In-Store,3.35,IoT,Q4 2021,XXXX-XXXX-XXXX-3579,2025-10-08,Email,$2b$12$Tk928X8DG0UAeL7GWnJnhHDz1dtENlIcOXWBrSW53yieQMoT5yEI4,Phone,Smart TV,Windows,1.06,2018-06-27,Email,Competitor Pioneer Software launched CloudGuard,curated.orders -> reports,FY 2025,"[-1.0008, 0.3419, 1.4398, -1.6705, -0.2832, 0.0833, 0.4452, -0.0273]",2020-07-06,13:02:22,Enabled,September,December,2020-2025,2020-09-06 09:06:44,false,Email,2024-07-12,"-----BEGIN CERTIFICATE-----
nsN0oGTATw2W0LkQP0DBXK7BsaXcfM2saW8cGCs/DXlK/oQM6crMH/t9MZ4iELxN
-----END CERTIFICATE-----",Smart TV,Statue of Liberty,2021-01-08
