c_953,soundLevel,numeric_range,featureVector,dehwe69,numericRange,NUMERIC_RANGE,FEATURE_VECTOR,ordinal_position,v_tl,raw_integer,trendGrowthRate,landmark_poi,MEDIAN,meta_102,CREATED_AT,median,author,histogram_bin,CONFIDENCE_INTERVAL,decimalFloat,jps19,DECIMAL_FLOAT,integer_6,address_text_data,data_format,iso_country_cd,histogramBin,lwerzd49,word_embedding,var_ao,meta_zh,puymg50,probval,field_ran,customer_load_timestamp,likelihood,standardDeviation,x_land,TREND_GROWTH_RATE,dim_152,integer_info,v_445,trend,unitOfMeasure,dim_integ,50th_percentile,size_dimension_category,ordval,STANDARD_DEVIATION,area,HISTOGRAM_BIN,var_decim,stddev,position,time_of_day_raw,percentile,wordEmbedding,correlation,c_293,SCHEDULE_PLAN,change,src_probability_confidence,WORD_EMBEDDING,attr_rang,integer,ci,src_median,dim_phwd,INTEGER,percentage,featvec,src_ordinal_position,meta_113,rank_rating,imgemb,p_qqbh,p_sxtn,intval,double,var_273,user_decimal_float,dim_bank_identification_number,first_name,meanAverage,median_6,user_standard_deviation,visual_features,src_confidence_interval,startdt,confidence_interval_6,c_ima,binval,x_83,content_type,fgavi11,ordinal_position_6,0_1,wordemb,voiceprint,confidence_interval_field,feature_vector,d_79,histbin,attr_uecr,bin_edge,SCIENTIFIC_NAME,median_val,CORRELATION,cryptocurrency_adr,food_ingredient_name
text/html,27.8,37-86,"[0.6581, 0.0481, 0.9922, 0.1148, 0.0349, 0.4672, 0.5199, 0.9499]",9XPEILB0D,33-80,3-64,"[0.6106, 0.9689, 0.4092, 0.3963, 0.7174, 0.9792, 0.2862, 0.7949]",495,-6.03%,5219,-25.06%,Big Ben,93.1151,"$9,142,447",2019-12-19T07:01:32Z,-63.1169,liam.rodriguez,40.32,"[20.21, 87.12]",4892.8299,BILL-202763,3242.4199,2095,"3773 Oak Ave, Phoenix",XML,FR,74.25,NO,"[1.5315, -2.1937, 0.1, -1.3457, -0.6367, -0.981, 0.7132, -0.2069]",570,385,Monthly on 1st,0.8447,33-83,2026-04-02T04:20:05Z,0.5575,23.734,Big Ben,-31.09%,"[0.1036, 0.114, -0.3242, -0.4032, 0.4563, 0.2531, 1.0359, -0.9011]",5639,Pollen,-39.27%,ft,2068,88.1029,XL,50,40.0938,20530.1,93.66,7820.633,18.7956,353,21:23:12,71.02,"[-1.9228, 1.1231, 0.1326, 0.197, 0.2808, -0.9156, 0.6213, 1.3685]",0.0452,47.9607,Monthly on 1st,-12.16%,0.2442,"[0.2671, -0.5812, -0.228, 1.3947, -1.5796, -1.0233, 0.0255, -0.8683]",43-85,967,"[12.25, 86.17]",-41.1181,"[33.37, 93.76]",6189,43.5%,"[0.509, 0.7624, 0.1766, 0.7403, 0.0756, 0.3575, 0.2795, 0.8591]",594,CLM-743504,68,"[-0.2615, 0.5378, -0.1351, -0.3373, 0.1489, 0.4037, 0.2647, -0.2722]",0c5a4f6f55aa621d4f9ecfb140b009544203c87b3a2f24582c3cc976d81485cb,20.26%,2261,1445.4917,2433,-736.5178,40612,Emily,3.1118,-61.7916,34.5874,"[0.4024, 0.5428, 0.513, 0.2186, -0.6125, -0.9377, 1.2269, 0.7097]","[39.44, 91.39]",2025-04-18,"[35.78, 71.37]","[0.374, -0.2341, -0.0767, -0.1895, 0.2225, 0.0599, -1.528, -0.2372]",1,85.0,Article,0.3622,55,1,"[-1.445, -0.4789, 0.5044, 0.7175, 1.4341, -0.3903, 2.2223, -2.5378]",voice_2d0b369d44d10ccd.wav,"[38.17, 72.8]","[0.9552, 0.6061, 0.4274, 0.0084, 0.6064, 0.8936, 0.0187, 0.1251]","[-0.1416, 0.0389, 0.8577, 0.324, -0.1806, -0.042, -0.5622, -0.4366]",76.29,12/30,13.52,Homo sapiens,10.8526,-0.3263,0xfc0a8a41b4c04e0bd72d5c925876c84cd7df37a9,Sushi
image/png,75.6,41-62,"[0.1169, 0.0701, 0.4115, 0.1015, 0.0736, 0.1074, 0.3092, 0.8161]",B1XYC5WJG,21-62,19-61,"[0.9855, 0.4721, 0.8738, 0.1547, 0.3323, 0.3586, 0.3764, 0.5195]",483,-43.17%,972,-45.51%,Golden Gate Bridge,-57.2447,"$2,894,355",2020-02-01 21:06:33,72.6921,sarah.garcia,88.59,"[6.96, 79.2]",5499.0098,BILL-504720,1910.3147,6273,"2563 Pine Rd, Boston",JSON,BR,74.77,false,"[-1.5497, 0.9308, 0.007, -0.2872, -0.6132, -0.0106, 0.6902, 0.264]",476,920,Daily at 2am,0.5327,6-93,2023-07-19 19:39:42,0.9959,35.2826,Central Park,32.32%,"[0.7047, 1.1407, -0.0239, -0.8284, -0.7637, 0.1953, 0.5046, -0.4044]",9723,Shellfish,7.64%,m,2917,-13.2814,XXL,927,4.2911,83002.1,21.27,-641.9019,23.7947,488,18:09:54,91.97,"[-0.1002, 0.4223, 0.9642, 1.5633, -0.9721, 0.6471, 0.2336, -0.5509]",-0.3524,18.8573,Monthly on 1st,4.43%,0.0668,"[-0.1474, 0.9824, 1.5492, 1.6312, 0.0445, -0.6804, 0.6257, -0.5669]",27-100,5141,"[29.5, 71.11]",-15.7292,"[31.63, 78.53]",9264,18.84%,"[0.7095, 0.309, 0.4994, 0.6723, 0.3691, 0.9257, 0.8322, 0.5869]",948,CLM-116386,79,"[0.0506, -0.1753, -0.402, -0.1559, 0.3162, 0.587, 0.0557, 1.0986]",d3dad970249670714bde0f81bbd2db3a6fdbb30ea32d89c6b6a9b4a8e4752dc9,22.34%,394,-746.5083,4146,5193.1054,59917,Amy,-79.3528,41.3498,32.5165,"[-0.9916, -0.3616, 0.3768, 0.1193, 0.2069, 0.1038, -0.2029, 0.9128]","[35.56, 72.32]",2019-07-10,"[31.31, 78.88]","[-0.3381, 0.032, 0.1584, 0.385, -0.1086, -0.082, 0.282, -0.7147]",0,44.76,Podcast,0.546,516,0,"[-0.1838, -0.8379, 0.8246, 0.7103, 0.2681, -1.7474, -0.1709, 0.2201]",voice_0a94d9e75aff3d7d.wav,"[32.58, 67.94]","[0.2974, 0.2715, 0.4621, 0.0992, 0.3224, 0.983, 0.3019, 0.3201]","[0.5179, 0.5309, 0.366, 0.0349, 0.9445, 0.6143, -0.3043, 0.7916]",30.65,12/27,74.99,H2O,-64.6215,0.1164,0x66600f631985b10dd7b279951838a7872fe84123,Pasta
application/xml,22.3,35-52,"[0.8275, 0.3296, 0.4033, 0.9464, 0.3344, 0.4906, 0.9193, 0.6771]",C8937Y87T,33-55,3-80,"[0.3972, 0.8425, 0.5042, 0.5924, 0.1163, 0.6901, 0.2013, 0.5954]",280,-47.15%,679,37.61%,Golden Gate Bridge,78.7929,"$1,297,095",2018-03-23 15:30:38,-29.326,linda.jones,49.74,"[11.84, 91.01]",804.6461,BILL-990675,5174.2762,5816,"5034 Park Blvd, Paris",XML,GB,36.3,YES,"[-1.1656, 0.588, -0.8876, 1.0925, 1.7733, -0.6774, -0.6134, 0.1204]",354,732,Every 15 minutes,0.3512,35-60,2021-02-08 13:22:23,0.5374,19.5067,Eiffel Tower,-48.14%,"[-0.0316, -0.4432, -0.3235, -0.3655, 0.6611, 0.3098, -0.7312, -1.1026]",1259,Shellfish,4.22%,°C,5997,-93.1033,L,46,22.3555,22695.7,54.31,-473.2232,39.1341,84,15:31:07,87.94,"[-1.4462, 1.392, -0.9976, -0.015, 0.9728, -0.1952, 0.6901, -0.6456]",0.3738,5.9591,Every 15 minutes,34.95%,0.4124,"[-1.3595, -0.504, 2.1148, -0.7205, -0.7276, 2.1407, -0.0641, 1.0467]",0-83,5746,"[23.38, 62.28]",-52.071,"[13.83, 97.78]",4124,53.14%,"[0.8312, 0.8138, 0.8401, 0.4758, 0.0931, 0.5256, 0.1664, 0.392]",892,CLM-929873,1,"[-0.3509, -0.3868, 0.6252, 0.3481, -0.2448, 0.5808, 0.6994, -0.1673]",6c8ad30626ff154f291a0fbda96793c5beaf5d6e95dbae8e510d3a82ac142422,-32.7%,91,8021.075,5394,1122.9357,47113,David,17.2044,32.6862,4.7618,"[-0.1157, -0.0312, 0.0559, -0.0572, -0.9791, -0.2997, 0.1709, -0.3801]","[8.71, 62.89]",2022-05-28,"[4.63, 90.48]","[-0.6554, -0.498, 0.5926, -0.8546, -0.2712, 0.5821, 0.5714, -0.9639]",0,81.4,Image,0.3958,291,0,"[0.0619, 0.5294, 0.4816, -0.7608, -0.6386, 1.1046, -0.4559, 1.5157]",voice_5ede0bf959cf6cbf.wav,"[34.92, 94.93]","[0.4473, 0.8505, 0.4302, 0.873, 0.9365, 0.4918, 0.6108, 0.449]","[-1.5253, 0.1988, -0.1144, -0.0704, -0.2721, 0.1678, -0.9023, -0.1839]",81.54,06/25,95.45,E. coli,-36.7439,-0.024,0x04bb82eb528d83e917e70ba16b34baa958c42e79,Curry
application/xml,69.3,20-96,"[0.7671, 0.7122, 0.3391, 0.3636, 0.6299, 0.8194, 0.9496, 0.4017]",XVNUO01MG,49-75,47-78,"[0.3507, 0.5618, 0.7105, 0.9122, 0.8941, 0.7221, 0.5172, 0.856]",886,17.49%,684,16.96%,Golden Gate Bridge,52.8321,"$8,146,158",2023-09-12T03:59:28Z,35.022,susan.wright,54.36,"[28.32, 64.37]",3082.2675,BILL-594186,-420.5019,6866,"5897 Cedar Ln, Phoenix",XML,GB,74.66,YES,"[1.3361, 2.1651, 0.9753, 1.9774, -0.973, -0.6743, 0.2937, -0.2927]",98,453,Daily at 2am,0.4336,49-95,2025-05-16 11:47:02,0.0701,40.6977,Statue of Liberty,27.02%,"[0.0898, 0.6427, 0.0779, 0.1838, 0.04, 0.3537, 0.1213, 0.6355]",836,Shellfish,-46.25%,lb,6737,51.0991,S,827,12.877,44010.1,0.27,1824.2848,26.8664,780,06:14:11,19.05,"[1.5734, 0.7528, 0.1975, -0.5233, -1.3192, 0.1447, -0.6202, 0.3907]",0.1112,29.9226,Monthly on 1st,2.95%,0.4698,"[2.6269, 0.7332, 2.1397, 0.3774, -1.8034, 0.3685, 1.3769, -0.0406]",48-70,1800,"[19.52, 90.56]",-95.0377,"[9.03, 92.65]",1564,2.7%,"[0.8216, 0.7083, 0.0147, 0.0437, 0.383, 0.8594, 0.3645, 0.2669]",987,CLM-199625,49,"[-1.0052, 0.4897, -0.3566, -0.6862, 0.043, -0.3471, -0.1347, 0.1255]",309a96836f92eaea301488f8b2fbe49bbfb1d92170a505c23cbc939155a27694,-47.06%,9044,9261.1458,6814,9554.0924,58342,Jennifer,-39.9945,-39.3025,6.9786,"[0.5708, 0.4677, -0.7064, -0.1538, -0.6181, -0.2705, -0.5324, 0.0918]","[14.54, 64.03]",2026-06-17,"[24.89, 60.5]","[0.3235, 0.3284, -0.9704, -0.932, -0.4894, 0.2772, -0.6095, -0.4144]",1,32.11,Article,0.1812,299,0,"[0.5696, 0.7391, -0.3981, -0.6133, -0.8853, 0.8544, -0.0792, 0.4389]",voice_102832f2ce59e073.wav,"[16.49, 87.41]","[0.7551, 0.1371, 0.9295, 0.6547, 0.9195, 0.1205, 0.8166, 0.6635]","[0.2309, -0.1393, 0.3034, 0.6888, -0.1362, 0.4122, 0.1496, -0.5339]",73.91,07/25,73.9,NaCl,-5.3788,0.2889,0x587fdc187c8b70bea462f055114d9e55c792cd1f,Tacos
application/pdf,6.2,44-81,"[0.9409, 0.5059, 0.545, 0.0022, 0.3927, 0.6157, 0.172, 0.1096]",G72ILNJM1,12-89,29-89,"[0.9941, 0.2125, 0.1982, 0.053, 0.3785, 0.6822, 0.5421, 0.9499]",141,49.63%,5276,26.71%,Statue of Liberty,45.472,"$6,522,952",2025-02-09 11:33:50,87.4492,aiden.lee,29.63,"[36.23, 76.35]",2811.6132,BILL-651555,4764.8692,7104,"789 Maple Dr, London",Avro,FR,84.45,false,"[-1.9472, 2.1042, -0.4323, 0.3913, -1.2934, 0.8959, 1.4724, -0.1602]",874,525,Monthly on 1st,0.4311,9-95,2025-12-15 02:22:57,0.0656,42.7872,Golden Gate Bridge,38.86%,"[0.4311, -0.0832, -0.5007, 0.0423, -0.0832, -1.0086, -0.1662, 0.3418]",8915,Peanuts,-11.55%,°C,5964,-74.3285,L,846,21.4065,24181.7,74.97,1566.241,16.4458,928,11:58:15,73.62,"[-0.1749, -1.2872, -0.7453, -0.2071, -0.1158, 0.9358, 1.5564, 2.6444]",-0.463,6.2854,Daily at 2am,9.86%,0.1763,"[-0.0424, -0.4245, -0.8158, -0.5009, 0.5999, -0.7718, -1.6206, 0.2546]",35-88,2323,"[16.93, 93.47]",-19.2861,"[4.29, 93.32]",2901,16.2%,"[0.0033, 0.1289, 0.1266, 0.9643, 0.9642, 0.179, 0.8374, 0.9233]",381,CLM-782884,35,"[-1.1814, 0.62, 0.9658, 0.0631, -0.3469, 0.3181, -0.0767, 0.9629]",0f03d0358bb120420e8afb84b1f3c2743c061aa1ddd3ee8526c39f991528c235,-20.02%,7044,5123.4878,2113,7298.7392,3766919,Noah,93.7815,51.8863,34.3265,"[0.0841, -0.7473, 0.6912, -0.6873, -0.6114, 0.9573, 0.056, -0.2983]","[27.03, 99.8]",2018-12-29,"[7.72, 76.76]","[0.856, -0.5346, -0.0655, 0.3574, 0.5646, -0.2, -0.2446, -0.2543]",1,94.55,Podcast,0.2642,592,0,"[-0.0161, 0.4736, 1.6593, -0.0586, -0.4689, 0.423, -0.7097, -0.2943]",voice_c97672b1f6b7931d.wav,"[2.44, 66.09]","[0.3185, 0.1737, 0.6044, 0.9808, 0.3663, 0.6578, 0.1278, 0.5242]","[0.4591, 0.2722, 0.19, -0.26, -0.2631, 1.2081, 0.467, 0.5485]",81.85,08/26,21.61,NaCl,-36.385,-0.6121,0x8be17ee17b9d14560599804a1edd4a0afa8e8ec2,Pasta
application/pdf,35.7,41-86,"[0.917, 0.654, 0.739, 0.7199, 0.4944, 0.6556, 0.8841, 0.7307]",BUHOTFO5V,2-56,7-90,"[0.2675, 0.1171, 0.9454, 0.5043, 0.7499, 0.4855, 0.3186, 0.2713]",529,-45.03%,6465,-36.98%,Big Ben,21.1081,"$6,139,178",2026-03-04 20:27:42,-10.1911,ethan.miller,11.76,"[1.2, 88.27]",4139.0368,BILL-185852,966.0702,2010,"657 Main St, Austin",XML,GB,20.38,YES,"[-0.3499, 0.6689, -2.2978, 1.5055, 0.4879, -0.4289, -0.348, 1.1208]",53,460,Every 15 minutes,0.1064,26-92,2022-12-08T09:58:25Z,0.8686,29.5838,Statue of Liberty,17.5%,"[-0.5383, -0.0506, -0.3464, 0.0205, 0.1966, -0.265, 0.4558, 0.3281]",7388,Peanuts,39.37%,gal,2989,97.6371,M,825,16.5429,99193.1,74.99,9925.1846,45.0007,865,21:25:26,56.21,"[-0.7252, -1.6332, 0.0665, -0.809, -0.1761, 0.7155, -1.7735, -0.4134]",-0.0237,33.2786,Daily at 2am,-21.27%,0.4722,"[-0.7904, 0.4376, 2.1519, -0.8641, 1.7228, 0.0139, 1.8753, -0.9243]",36-75,7239,"[21.18, 94.6]",36.0896,"[25.59, 88.98]",5614,14.41%,"[0.3932, 0.7926, 0.2772, 0.9695, 0.8256, 0.3969, 0.888, 0.6518]",694,CLM-380699,51,"[-0.2065, -0.028, 0.3141, 0.6922, -0.2011, -0.0899, -0.198, -0.213]",b1a4179adab6e5cfbd6334a84fcea4925ddf362ec8fb4ba8b4bb132b76299358,-28.71%,7057,8362.995,8755,9484.308,601131295,Michael,71.451,-37.2874,9.1205,"[0.4565, 0.1176, 0.2464, -0.6141, 0.8184, -0.0988, 0.1549, 0.1461]","[36.49, 70.56]",2018-01-28,"[5.28, 98.37]","[-0.1209, -0.6433, -0.0688, -0.1179, -0.2311, 0.1617, 0.8841, -0.1064]",1,84.18,Video,0.9494,399,1,"[1.2026, -1.5329, -1.1525, -0.0982, 1.5485, -0.6482, 0.5802, -0.5967]",voice_b2a7f9344611ce4b.wav,"[4.52, 63.07]","[0.9729, 0.9683, 0.7753, 0.1153, 0.5395, 0.6189, 0.7478, 0.9676]","[0.2351, -0.0896, -0.1334, -0.1708, 0.2944, 0.7463, -0.1332, -0.1681]",11.96,11/25,86.29,Fe2O3,96.3584,0.8558,0x656ee71fb235ecf6524a67fef75f7681d5ed9e04,Sushi
application/xml,11.7,18-59,"[0.412, 0.6174, 0.1041, 0.2983, 0.1104, 0.6383, 0.993, 0.0634]",G1MESA0FC,36-54,22-59,"[0.7874, 0.2242, 0.5911, 0.9225, 0.8296, 0.5458, 0.5283, 0.5001]",264,9.93%,8925,47.18%,Golden Gate Bridge,-82.1267,"$6,887,115",2025-08-04 00:12:05,-62.6405,mason.taylor,83.31,"[14.29, 79.41]",7944.7967,BILL-318055,9695.65,9965,"7273 Main St, Phoenix",JSON,FR,31.74,true,"[0.3693, 0.6019, -0.3238, -2.6752, -0.0164, 0.9258, 0.4053, -0.5923]",363,31,Every 15 minutes,0.3614,23-85,2018-01-23T18:41:11Z,0.6013,35.0927,Statue of Liberty,20.56%,"[0.4307, 0.4289, -0.0832, -0.3067, 0.296, 0.7698, 0.1219, -0.0178]",9693,Penicillin,12.74%,°C,3944,-53.7275,L,83,21.3595,99150.3,1.14,8330.2784,20.2616,729,21:28:53,21.47,"[0.7552, 0.3783, 0.9579, -1.3989, 1.1403, -0.3377, 0.1804, 1.3687]",0.8056,49.1422,Daily at 2am,9.41%,0.8618,"[0.3167, -0.5706, -0.1689, 0.37, -1.7067, -1.0412, -0.6002, 1.2637]",8-99,5125,"[39.55, 65.28]",47.1039,"[14.66, 77.8]",3760,36.45%,"[0.4626, 0.6795, 0.6362, 0.5109, 0.7574, 0.0772, 0.2357, 0.6365]",660,CLM-659753,58,"[-0.2095, 0.4022, 0.5738, 0.0785, 0.1729, -0.2237, 0.4179, -0.9063]",6346cdf7a2b3ae8139bb0e81d73e7edac3f8c63c7ce96323ee09d6ab51529994,17.01%,3046,4906.6082,646,2303.4899,475163,Olivia,42.7995,72.8293,43.2818,"[-0.0766, 0.3794, 0.2688, -0.5375, 0.4182, -0.181, 0.0593, 0.0143]","[35.16, 82.27]",2026-02-25,"[36.04, 80.4]","[-1.1563, -0.1052, 1.0112, -0.1258, -0.1484, -1.3162, -0.3492, -1.0305]",1,24.98,Image,0.8362,131,0,"[0.8815, 1.3823, 0.9071, 0.3211, -1.7999, -1.5043, 0.555, -0.5379]",voice_cc2cda6b707c8024.wav,"[10.09, 98.61]","[0.4639, 0.0755, 0.1366, 0.0047, 0.5793, 0.1919, 0.9895, 0.1507]","[0.5313, -0.5665, 0.5177, -0.1133, 0.8817, -0.3871, 0.456, 0.2631]",50.52,10/27,86.49,H2O,58.3624,-0.0435,0xd241c1f7daa143a70fa1cc73ec823d7f613c9ead,Sushi
application/xml,53.5,17-58,"[0.7895, 0.2991, 0.8014, 0.218, 0.1453, 0.2618, 0.0852, 0.6527]",SJDP8K78K,16-62,43-83,"[0.62, 0.1667, 0.413, 0.0119, 0.1454, 0.3837, 0.8558, 0.6738]",321,-1.9%,1039,1.01%,Eiffel Tower,40.6082,"$5,900,486",2023-03-03 21:00:58,-19.7094,linda.jackson,0.62,"[1.39, 77.41]",5799.5108,BILL-660415,9.6873,6429,"7998 Main St, Berlin",YAML,GB,12.77,true,"[0.346, -0.434, -1.2796, -0.7464, -0.3868, 0.1552, -2.2299, 2.6945]",407,601,Monthly on 1st,0.0182,17-86,2022-09-23T18:58:37Z,0.8807,42.8842,Central Park,19.1%,"[-0.1593, 0.406, 0.8779, 0.3194, -0.4488, 0.1104, -0.6893, -0.2295]",8775,None,23.53%,L,497,17.0483,XL,154,27.8189,87011.1,32.34,8914.6958,7.6323,807,11:52:09,10.25,"[-0.3268, -0.3749, 0.3971, -0.6507, -0.054, -0.8642, -0.4254, -1.083]",0.9972,49.938,Every 15 minutes,-23.48%,0.1651,"[0.7859, -0.1793, -0.5974, -0.5223, -0.7634, -0.6828, 0.0765, -0.1576]",35-74,921,"[11.5, 82.06]",-9.8563,"[26.71, 67.59]",6849,21.01%,"[0.1202, 0.2459, 0.4371, 0.5382, 0.612, 0.3695, 0.6394, 0.1374]",33,CLM-862052,25,"[-0.128, -0.0093, 0.6156, -0.7343, 0.3013, 0.1829, 0.311, 0.8193]",ae64fe761fb324204c4c7a092c0f5919913d6936e9b0a4a36c54910283401b02,9.01%,8265,9769.0393,8520,8442.7038,57897,Lucas,94.1452,53.614,12.3925,"[0.0857, 0.5224, 0.2214, -1.535, 0.6408, 0.3318, -0.1668, 0.5658]","[36.5, 95.04]",2021-08-26,"[16.18, 74.49]","[0.4123, -0.6437, -0.5258, -0.5071, 0.1493, -0.2886, 0.9012, 0.1044]",0,17.97,Article,0.0376,638,1,"[2.1517, 0.7647, 0.6214, 2.5418, -0.0153, -0.357, -1.5261, 0.1645]",voice_8206b989b8908498.wav,"[38.11, 80.1]","[0.7164, 0.9263, 0.0947, 0.0305, 0.472, 0.8997, 0.6998, 0.2904]","[0.1847, 0.4672, -0.2734, 0.5654, 0.1502, 0.471, -0.6986, 0.1747]",28.32,12/27,95.5,C6H12O6,29.0275,0.2764,0x0d09fa24ab30742c2c3fa93df313394ff595fbed,Pizza
text/html,56.3,27-67,"[0.225, 0.2336, 0.5473, 0.6726, 0.2815, 0.0111, 0.1572, 0.9065]",82TKUWQBJ,49-56,47-98,"[0.1769, 0.8958, 0.8949, 0.8903, 0.8693, 0.1798, 0.0234, 0.6631]",224,-45.51%,9942,-26.75%,Big Ben,-16.5338,"$8,894,005",2018-01-25T07:28:12Z,-47.0025,patricia.jackson,57.97,"[34.58, 61.17]",4605.0696,BILL-268452,9157.2486,6496,"7853 Main St, Los Angeles",Parquet,FR,26.18,YES,"[2.8357, -0.2837, 0.4584, -0.0714, 1.126, -1.2078, 1.0224, 0.9768]",250,914,Weekly on Monday,0.1007,21-84,2023-03-13 14:58:03,0.2611,5.556,Big Ben,-1.99%,"[0.0967, -0.1659, 0.1011, -0.4488, 0.2037, 0.9432, 0.1047, 0.8241]",9415,Shellfish,-38.14%,lb,9835,-89.9094,XL,773,47.7236,53554.4,27.44,9896.8574,24.5855,412,08:29:40,72.04,"[-0.311, -1.6706, 0.2571, 1.5084, 0.214, 0.4567, -0.075, 0.0008]",0.746,16.6518,Daily at 2am,41.87%,0.9465,"[-0.4578, 1.4153, -0.2846, 2.5076, -1.0162, 0.4434, 0.5907, 0.1222]",39-92,9832,"[36.74, 98.73]",21.6863,"[3.83, 74.43]",7864,65.51%,"[0.8923, 0.8618, 0.8208, 0.2199, 0.8809, 0.2025, 0.8634, 0.3975]",458,CLM-439391,45,"[0.1899, -0.3937, -0.1161, -0.8558, 0.1648, 0.7197, 0.1451, 1.1398]",6fd34797a6e36f20a8fd2bcf1b4e5cb174267102b13e793805582a89442d6402,9.82%,4271,453.4384,7663,7714.7332,57129,Harper,-86.0115,-87.9798,41.1108,"[0.8874, -0.3447, 1.1514, 0.189, 0.2472, 0.0567, 0.0466, -0.654]","[4.79, 95.12]",2018-04-07,"[25.76, 80.48]","[0.6957, 0.6515, -0.197, 0.2041, -0.6311, -0.6861, 0.5639, -0.4723]",0,19.89,Image,0.7299,632,1,"[0.6437, 0.971, 1.5559, 1.2346, -0.3845, 0.3171, -0.5577, 0.5651]",voice_1016941ff480e408.wav,"[35.07, 60.51]","[0.5432, 0.8605, 0.3694, 0.6654, 0.7795, 0.3222, 0.1257, 0.9739]","[0.3993, -0.9353, -0.4008, 0.0795, -0.2267, 0.1963, 0.019, -0.0013]",19.89,05/30,38.14,H2O,-95.0083,-0.254,0x76a976cea15661a0e1288740334c8b1eeba1bbdb,Curry
application/json,50.0,19-65,"[0.6147, 0.0992, 0.8498, 0.1499, 0.6191, 0.6194, 0.7911, 0.2078]",T9HYHO50R,28-70,11-88,"[0.788, 0.7737, 0.9135, 0.1098, 0.9766, 0.3597, 0.0885, 0.4959]",9,-48.36%,4290,16.03%,Golden Gate Bridge,65.6075,"$1,692,718",2018-07-10T23:19:36Z,9.3313,liam.johnson,17.97,"[21.96, 63.58]",6071.0609,BILL-330079,3237.6445,6030,"2847 Elm St, Boston",Avro,AU,38.25,NO,"[-2.8337, 0.9387, -0.4354, 0.9742, 0.2663, -0.4478, 0.1168, 0.3852]",330,142,Daily at 2am,0.0346,17-97,2021-02-13 16:03:41,0.2172,43.3148,Statue of Liberty,-39.0%,"[0.9029, 0.9816, 0.335, -0.5075, -0.1526, 0.5842, 0.7843, 0.3452]",4796,Shellfish,33.65%,°C,4439,1.7733,M,663,18.0276,33557.5,9.23,7989.6996,0.3731,428,13:03:03,46.22,"[1.3098, -0.6002, -1.2129, 0.0649, 0.3819, -0.6132, -0.2938, 0.6584]",-0.6149,17.8361,Weekly on Monday,6.81%,0.7527,"[-1.3242, 1.3436, -0.0527, 0.4901, 0.0313, 1.056, -0.0786, 0.0009]",18-79,9893,"[28.87, 88.01]",-27.7556,"[12.8, 62.62]",2016,61.4%,"[0.2847, 0.8496, 0.0521, 0.6879, 0.1384, 0.1594, 0.7919, 0.5716]",381,CLM-359015,10,"[0.4138, 0.2935, -0.3931, 0.5135, 0.5456, 0.4062, -0.5592, -0.3818]",df3823d7982244d06c9b6d021f10043b377c23ff5e6755a9a5b18a257c499c31,-48.1%,7501,5940.8861,3349,3826.9332,43998,Sarah,24.2433,99.2795,31.4323,"[1.0869, 0.7273, -0.7331, -0.5068, 0.3912, 1.0193, 0.6068, -0.5425]","[21.55, 96.03]",2020-11-13,"[28.19, 95.19]","[0.3048, 0.6934, -1.0764, -0.3292, 0.2399, 0.3754, -0.3573, -0.6846]",0,78.35,Video,0.375,799,0,"[-0.1674, 0.3531, -1.8408, -0.4427, 1.1041, 1.2369, 1.3141, -0.0768]",voice_964eeacc2e26d2db.wav,"[2.51, 92.11]","[0.7943, 0.0305, 0.7342, 0.0854, 0.321, 0.2934, 0.9584, 0.093]","[-0.5069, -0.5331, -0.7531, -0.0333, -0.8571, -0.6152, 0.3913, 0.1951]",62.12,03/28,94.95,C6H12O6,97.2662,-0.9139,0x640bd053f9fea39b860c85ed269143a3013e58c2,Sushi
